,filename,components,smiles,"Mass density, kg/m3","Mass density, kg/m3_std","Speed of sound, m/s","Speed of sound, m/s_std",Relative permittivity at zero frequency,Relative permittivity at zero frequency_std,"Specific heat capacity at constant pressure, J/K/kg","Specific heat capacity at constant pressure, J/K/kg_std","Molar heat capacity at constant pressure, J/K/mol","Molar heat capacity at constant pressure, J/K/mol_std","Molar heat capacity at constant volume, J/K/mol","Molar heat capacity at constant volume, J/K/mol_std","Molar volume, m3/mol","Molar volume, m3/mol_std"
14079,j.jct.2004.10.001,heptane,CCCCCCC,,,1588.35,,,,,,,,,,,
14080,j.jct.2004.10.001,heptane,CCCCCCC,,,1530.73,,,,,,,,,,,
14081,j.jct.2004.10.001,heptane,CCCCCCC,,,1530.25,,,,,,,,,,,
14082,j.jct.2004.10.001,heptane,CCCCCCC,,,1467.96,,,,,,,,,,,
14083,j.jct.2004.10.001,heptane,CCCCCCC,,,1467.43,,,,,,,,,,,
14084,j.jct.2004.10.001,heptane,CCCCCCC,,,1398.96,,,,,,,,,,,
14085,j.jct.2004.10.001,heptane,CCCCCCC,,,1398.25,,,,,,,,,,,
14086,j.jct.2004.10.001,heptane,CCCCCCC,,,1323.95,,,,,,,,,,,
14087,j.jct.2004.10.001,heptane,CCCCCCC,,,1322.55,,,,,,,,,,,
14088,j.jct.2004.10.001,heptane,CCCCCCC,,,1236.62,,,,,,,,,,,
14089,j.jct.2004.10.001,heptane,CCCCCCC,,,1235.81,,,,,,,,,,,
14090,j.jct.2004.10.001,heptane,CCCCCCC,,,1574.35,,,,,,,,,,,
14091,j.jct.2004.10.001,heptane,CCCCCCC,,,1574.09,,,,,,,,,,,
14092,j.jct.2004.10.001,heptane,CCCCCCC,,,1515.95,,,,,,,,,,,
14093,j.jct.2004.10.001,heptane,CCCCCCC,,,1515.34,,,,,,,,,,,
14094,j.jct.2004.10.001,heptane,CCCCCCC,,,1452.64,,,,,,,,,,,
14095,j.jct.2004.10.001,heptane,CCCCCCC,,,1452.31,,,,,,,,,,,
14096,j.jct.2004.10.001,heptane,CCCCCCC,,,1382.7,,,,,,,,,,,
14097,j.jct.2004.10.001,heptane,CCCCCCC,,,1382.07,,,,,,,,,,,
14098,j.jct.2004.10.001,heptane,CCCCCCC,,,1305.64,,,,,,,,,,,
14099,j.jct.2004.10.001,heptane,CCCCCCC,,,1305.31,,,,,,,,,,,
14100,j.jct.2004.10.001,heptane,CCCCCCC,,,1217.67,,,,,,,,,,,
14101,j.jct.2004.10.001,heptane,CCCCCCC,,,1217.15,,,,,,,,,,,
14102,j.jct.2004.10.001,heptane,CCCCCCC,,,1562.0,,,,,,,,,,,
14103,j.jct.2004.10.001,heptane,CCCCCCC,,,1560.56,,,,,,,,,,,
14104,j.jct.2004.10.001,heptane,CCCCCCC,,,1502.05,,,,,,,,,,,
14105,j.jct.2004.10.001,heptane,CCCCCCC,,,1501.36,,,,,,,,,,,
14106,j.jct.2004.10.001,heptane,CCCCCCC,,,1437.73,,,,,,,,,,,
14107,j.jct.2004.10.001,heptane,CCCCCCC,,,1437.21,,,,,,,,,,,
14108,j.jct.2004.10.001,heptane,CCCCCCC,,,1367.45,,,,,,,,,,,
14109,j.jct.2004.10.001,heptane,CCCCCCC,,,1367.04,,,,,,,,,,,
14110,j.jct.2004.10.001,heptane,CCCCCCC,,,1289.2,,,,,,,,,,,
14111,j.jct.2004.10.001,heptane,CCCCCCC,,,1288.43,,,,,,,,,,,
14112,j.jct.2004.10.001,heptane,CCCCCCC,,,1199.24,,,,,,,,,,,
14113,j.jct.2004.10.001,heptane,CCCCCCC,,,1198.46,,,,,,,,,,,
14114,j.jct.2004.10.001,heptane,CCCCCCC,,,1547.5,,,,,,,,,,,
14115,j.jct.2004.10.001,heptane,CCCCCCC,,,1547.28,,,,,,,,,,,
14116,j.jct.2004.10.001,heptane,CCCCCCC,,,1487.83,,,,,,,,,,,
14117,j.jct.2004.10.001,heptane,CCCCCCC,,,1487.72,,,,,,,,,,,
14118,j.jct.2004.10.001,heptane,CCCCCCC,,,1422.98,,,,,,,,,,,
14119,j.jct.2004.10.001,heptane,CCCCCCC,,,1422.79,,,,,,,,,,,
14120,j.jct.2004.10.001,heptane,CCCCCCC,,,1351.5,,,,,,,,,,,
14121,j.jct.2004.10.001,heptane,CCCCCCC,,,1351.08,,,,,,,,,,,
14122,j.jct.2004.10.001,heptane,CCCCCCC,,,1272.06,,,,,,,,,,,
14123,j.jct.2004.10.001,heptane,CCCCCCC,,,1271.71,,,,,,,,,,,
14124,j.jct.2004.10.001,heptane,CCCCCCC,,,1181.07,,,,,,,,,,,
14125,j.jct.2004.10.001,heptane,CCCCCCC,,,1180.52,,,,,,,,,,,
14126,j.jct.2004.10.001,heptane,CCCCCCC,,,1533.82,,,,,,,,,,,
14127,j.jct.2004.10.001,heptane,CCCCCCC,,,1533.3,,,,,,,,,,,
14128,j.jct.2004.10.001,heptane,CCCCCCC,,,1474.16,,,,,,,,,,,
14129,j.jct.2004.10.001,heptane,CCCCCCC,,,1472.86,,,,,,,,,,,
14130,j.jct.2004.10.001,heptane,CCCCCCC,,,1408.33,,,,,,,,,,,
14131,j.jct.2004.10.001,heptane,CCCCCCC,,,1407.69,,,,,,,,,,,
14132,j.jct.2004.10.001,heptane,CCCCCCC,,,1335.35,,,,,,,,,,,
14133,j.jct.2004.10.001,heptane,CCCCCCC,,,1334.79,,,,,,,,,,,
14134,j.jct.2004.10.001,heptane,CCCCCCC,,,1255.67,,,,,,,,,,,
14135,j.jct.2004.10.001,heptane,CCCCCCC,,,1254.11,,,,,,,,,,,
14136,j.jct.2004.10.001,heptane,CCCCCCC,,,1163.34,,,,,,,,,,,
14137,j.jct.2004.10.001,heptane,CCCCCCC,,,1161.26,,,,,,,,,,,
15411,j.jct.2004.10.011,toluene,Cc1ccccc1,863.6,0.1,,,,,,,,,,,,
15412,j.jct.2004.10.011,toluene,Cc1ccccc1,865.2,0.1,,,,,,,,,,,,
15413,j.jct.2004.10.011,toluene,Cc1ccccc1,866.7,0.1,,,,,,,,,,,,
15414,j.jct.2004.10.011,toluene,Cc1ccccc1,868.2,0.1,,,,,,,,,,,,
15415,j.jct.2004.10.011,toluene,Cc1ccccc1,869.6,0.1,,,,,,,,,,,,
15416,j.jct.2004.10.011,toluene,Cc1ccccc1,870.4,0.1,,,,,,,,,,,,
15417,j.jct.2004.10.011,toluene,Cc1ccccc1,871.1,0.1,,,,,,,,,,,,
15418,j.jct.2004.10.011,toluene,Cc1ccccc1,872.5,0.1,,,,,,,,,,,,
15419,j.jct.2004.10.011,toluene,Cc1ccccc1,873.9,0.1,,,,,,,,,,,,
15420,j.jct.2004.10.011,toluene,Cc1ccccc1,875.3,0.1,,,,,,,,,,,,
15421,j.jct.2004.10.011,toluene,Cc1ccccc1,876.7,0.1,,,,,,,,,,,,
15422,j.jct.2004.10.011,toluene,Cc1ccccc1,878.0,0.1,,,,,,,,,,,,
15423,j.jct.2004.10.011,toluene,Cc1ccccc1,879.3,0.1,,,,,,,,,,,,
15424,j.jct.2004.10.011,toluene,Cc1ccccc1,880.6,0.1,,,,,,,,,,,,
15425,j.jct.2004.10.011,toluene,Cc1ccccc1,881.9,0.1,,,,,,,,,,,,
15426,j.jct.2004.10.011,toluene,Cc1ccccc1,882.5,0.1,,,,,,,,,,,,
15427,j.jct.2004.10.011,toluene,Cc1ccccc1,883.2,0.1,,,,,,,,,,,,
15428,j.jct.2004.10.011,toluene,Cc1ccccc1,884.4,0.1,,,,,,,,,,,,
15429,j.jct.2004.10.011,toluene,Cc1ccccc1,885.6,0.1,,,,,,,,,,,,
15430,j.jct.2004.10.011,toluene,Cc1ccccc1,886.8,0.1,,,,,,,,,,,,
15431,j.jct.2004.10.011,toluene,Cc1ccccc1,888.0,0.1,,,,,,,,,,,,
15432,j.jct.2004.10.011,toluene,Cc1ccccc1,888.6,0.1,,,,,,,,,,,,
15434,j.jct.2004.10.011,toluene,Cc1ccccc1,854.5,0.1,,,,,,,,,,,,
15435,j.jct.2004.10.011,toluene,Cc1ccccc1,856.2,0.1,,,,,,,,,,,,
15436,j.jct.2004.10.011,toluene,Cc1ccccc1,857.8,0.1,,,,,,,,,,,,
15437,j.jct.2004.10.011,toluene,Cc1ccccc1,859.3,0.1,,,,,,,,,,,,
15438,j.jct.2004.10.011,toluene,Cc1ccccc1,860.9,0.1,,,,,,,,,,,,
15439,j.jct.2004.10.011,toluene,Cc1ccccc1,861.7,0.1,,,,,,,,,,,,
15440,j.jct.2004.10.011,toluene,Cc1ccccc1,862.4,0.1,,,,,,,,,,,,
15441,j.jct.2004.10.011,toluene,Cc1ccccc1,863.9,0.1,,,,,,,,,,,,
15442,j.jct.2004.10.011,toluene,Cc1ccccc1,865.4,0.1,,,,,,,,,,,,
15443,j.jct.2004.10.011,toluene,Cc1ccccc1,866.8,0.1,,,,,,,,,,,,
15444,j.jct.2004.10.011,toluene,Cc1ccccc1,868.2,0.1,,,,,,,,,,,,
15445,j.jct.2004.10.011,toluene,Cc1ccccc1,869.6,0.1,,,,,,,,,,,,
15446,j.jct.2004.10.011,toluene,Cc1ccccc1,871.0,0.1,,,,,,,,,,,,
15447,j.jct.2004.10.011,toluene,Cc1ccccc1,872.4,0.1,,,,,,,,,,,,
15448,j.jct.2004.10.011,toluene,Cc1ccccc1,873.8,0.1,,,,,,,,,,,,
15449,j.jct.2004.10.011,toluene,Cc1ccccc1,874.4,0.1,,,,,,,,,,,,
15450,j.jct.2004.10.011,toluene,Cc1ccccc1,875.0,0.1,,,,,,,,,,,,
15451,j.jct.2004.10.011,toluene,Cc1ccccc1,876.3,0.1,,,,,,,,,,,,
15452,j.jct.2004.10.011,toluene,Cc1ccccc1,877.6,0.1,,,,,,,,,,,,
15453,j.jct.2004.10.011,toluene,Cc1ccccc1,878.9,0.1,,,,,,,,,,,,
15454,j.jct.2004.10.011,toluene,Cc1ccccc1,880.1,0.1,,,,,,,,,,,,
15455,j.jct.2004.10.011,toluene,Cc1ccccc1,880.7,0.1,,,,,,,,,,,,
15457,j.jct.2004.10.011,toluene,Cc1ccccc1,845.6,0.1,,,,,,,,,,,,
15458,j.jct.2004.10.011,toluene,Cc1ccccc1,847.3,0.1,,,,,,,,,,,,
15459,j.jct.2004.10.011,toluene,Cc1ccccc1,849.0,0.1,,,,,,,,,,,,
15460,j.jct.2004.10.011,toluene,Cc1ccccc1,850.6,0.1,,,,,,,,,,,,
15461,j.jct.2004.10.011,toluene,Cc1ccccc1,852.3,0.1,,,,,,,,,,,,
15462,j.jct.2004.10.011,toluene,Cc1ccccc1,853.1,0.1,,,,,,,,,,,,
15463,j.jct.2004.10.011,toluene,Cc1ccccc1,853.9,0.1,,,,,,,,,,,,
15464,j.jct.2004.10.011,toluene,Cc1ccccc1,855.4,0.1,,,,,,,,,,,,
15465,j.jct.2004.10.011,toluene,Cc1ccccc1,857.0,0.1,,,,,,,,,,,,
15466,j.jct.2004.10.011,toluene,Cc1ccccc1,858.5,0.1,,,,,,,,,,,,
15467,j.jct.2004.10.011,toluene,Cc1ccccc1,860.0,0.1,,,,,,,,,,,,
15468,j.jct.2004.10.011,toluene,Cc1ccccc1,861.5,0.1,,,,,,,,,,,,
15469,j.jct.2004.10.011,toluene,Cc1ccccc1,862.9,0.1,,,,,,,,,,,,
15470,j.jct.2004.10.011,toluene,Cc1ccccc1,864.4,0.1,,,,,,,,,,,,
15471,j.jct.2004.10.011,toluene,Cc1ccccc1,865.8,0.1,,,,,,,,,,,,
15472,j.jct.2004.10.011,toluene,Cc1ccccc1,866.5,0.1,,,,,,,,,,,,
15473,j.jct.2004.10.011,toluene,Cc1ccccc1,867.2,0.1,,,,,,,,,,,,
15474,j.jct.2004.10.011,toluene,Cc1ccccc1,868.5,0.1,,,,,,,,,,,,
15475,j.jct.2004.10.011,toluene,Cc1ccccc1,869.9,0.1,,,,,,,,,,,,
15476,j.jct.2004.10.011,toluene,Cc1ccccc1,871.2,0.1,,,,,,,,,,,,
15477,j.jct.2004.10.011,toluene,Cc1ccccc1,872.5,0.1,,,,,,,,,,,,
15478,j.jct.2004.10.011,toluene,Cc1ccccc1,873.2,0.1,,,,,,,,,,,,
15480,j.jct.2004.10.011,toluene,Cc1ccccc1,836.5,0.1,,,,,,,,,,,,
15481,j.jct.2004.10.011,toluene,Cc1ccccc1,838.3,0.1,,,,,,,,,,,,
15482,j.jct.2004.10.011,toluene,Cc1ccccc1,840.1,0.1,,,,,,,,,,,,
15483,j.jct.2004.10.011,toluene,Cc1ccccc1,841.8,0.1,,,,,,,,,,,,
15484,j.jct.2004.10.011,toluene,Cc1ccccc1,843.5,0.1,,,,,,,,,,,,
15485,j.jct.2004.10.011,toluene,Cc1ccccc1,844.4,0.1,,,,,,,,,,,,
15486,j.jct.2004.10.011,toluene,Cc1ccccc1,845.2,0.1,,,,,,,,,,,,
15487,j.jct.2004.10.011,toluene,Cc1ccccc1,846.9,0.1,,,,,,,,,,,,
15488,j.jct.2004.10.011,toluene,Cc1ccccc1,848.6,0.1,,,,,,,,,,,,
15489,j.jct.2004.10.011,toluene,Cc1ccccc1,850.1,0.1,,,,,,,,,,,,
15490,j.jct.2004.10.011,toluene,Cc1ccccc1,851.7,0.1,,,,,,,,,,,,
15491,j.jct.2004.10.011,toluene,Cc1ccccc1,853.3,0.1,,,,,,,,,,,,
15492,j.jct.2004.10.011,toluene,Cc1ccccc1,854.8,0.1,,,,,,,,,,,,
15493,j.jct.2004.10.011,toluene,Cc1ccccc1,856.3,0.1,,,,,,,,,,,,
15494,j.jct.2004.10.011,toluene,Cc1ccccc1,857.8,0.1,,,,,,,,,,,,
15495,j.jct.2004.10.011,toluene,Cc1ccccc1,858.5,0.1,,,,,,,,,,,,
15496,j.jct.2004.10.011,toluene,Cc1ccccc1,859.3,0.1,,,,,,,,,,,,
15497,j.jct.2004.10.011,toluene,Cc1ccccc1,860.7,0.1,,,,,,,,,,,,
15498,j.jct.2004.10.011,toluene,Cc1ccccc1,862.1,0.1,,,,,,,,,,,,
15499,j.jct.2004.10.011,toluene,Cc1ccccc1,863.5,0.1,,,,,,,,,,,,
15500,j.jct.2004.10.011,toluene,Cc1ccccc1,864.9,0.1,,,,,,,,,,,,
15501,j.jct.2004.10.011,toluene,Cc1ccccc1,865.5,0.1,,,,,,,,,,,,
18043,j.jct.2004.11.012,methyl tert-butyl ether,COC(C)(C)C,735.356,,,,,,,,,,,,,
18044,j.jct.2004.11.012,methyl tert-butyl ether,COC(C)(C)C,724.85,,,,,,,,,,,,,
18345,j.jct.2004.11.015,ethylbenzene,CCc1ccccc1,862.5,,,,,,,,,,,,,
18351,j.jct.2004.11.015,1-pentanol,CCCCCO,815.0,,,,,,,,,,,,,
18445,j.jct.2004.11.016,water,O,998.203,0.005,,,,,,,,,,,,
18446,j.jct.2004.11.016,water,O,997.043,0.005,,,,,,,,,,,,
18447,j.jct.2004.11.016,water,O,995.645,0.005,,,,,,,,,,,,
18448,j.jct.2004.11.016,water,O,994.029,0.005,,,,,,,,,,,,
18449,j.jct.2004.11.016,water,O,992.212,0.005,,,,,,,,,,,,
18450,j.jct.2004.11.016,water,O,990.208,0.005,,,,,,,,,,,,
18451,j.jct.2004.11.016,water,O,988.03,0.005,,,,,,,,,,,,
18452,j.jct.2004.11.016,water,O,985.688,0.005,,,,,,,,,,,,
18453,j.jct.2004.11.016,water,O,983.191,0.005,,,,,,,,,,,,
18454,j.jct.2004.11.016,water,O,980.546,0.005,,,,,,,,,,,,
18455,j.jct.2004.11.016,water,O,977.759,0.005,,,,,,,,,,,,
18456,j.jct.2004.11.016,water,O,974.838,0.005,,,,,,,,,,,,
18457,j.jct.2004.11.016,water,O,971.785,0.005,,,,,,,,,,,,
18458,j.jct.2004.11.016,water,O,968.606,0.005,,,,,,,,,,,,
18459,j.jct.2004.11.016,water,O,965.305,0.005,,,,,,,,,,,,
18856,j.jct.2004.11.020,"1,2-butanediol",CCC(O)CO,988.25,,,,,,,,,,,,,
18857,j.jct.2004.11.020,"1,2-butanediol",CCC(O)CO,,,1422.61,,,,,,,,,,,
18859,j.jct.2004.11.020,"1,3-butanediol",CC(O)CCO,991.28,,,,,,,,,,,,,
18860,j.jct.2004.11.020,"1,3-butanediol",CC(O)CCO,,,1496.03,,,,,,,,,,,
18862,j.jct.2004.11.020,"1,4-butanediol",OCCCCO,1003.95,,,,,,,,,,,,,
18863,j.jct.2004.11.020,"1,4-butanediol",OCCCCO,,,1577.76,,,,,,,,,,,
18865,j.jct.2004.11.020,"2,3-butanediol",CC(O)C(C)O,990.72,,,,,,,,,,,,,
18866,j.jct.2004.11.020,"2,3-butanediol",CC(O)C(C)O,,,1456.6,,,,,,,,,,,
19644,j.jct.2004.12.001,benzene,c1ccccc1,872.0,,,,,,,,,,,,,
19646,j.jct.2004.12.001,toluene,Cc1ccccc1,866.7,,,,,,,,,,,,,
19648,j.jct.2004.12.001,xylene,Cc1ccccc1C,865.4,,,,,,,,,,,,,
19709,j.jct.2004.12.002,ethanol,CCO,789.54,0.05,,,,,,,,,,,,
19710,j.jct.2004.12.002,ethanol,CCO,785.46,0.05,,,,,,,,,,,,
19711,j.jct.2004.12.002,ethanol,CCO,781.05,0.05,,,,,,,,,,,,
19712,j.jct.2004.12.002,ethanol,CCO,776.75,0.05,,,,,,,,,,,,
19713,j.jct.2004.12.002,ethanol,CCO,772.42,0.05,,,,,,,,,,,,
19714,j.jct.2004.12.002,ethanol,CCO,768.0,0.05,,,,,,,,,,,,
19715,j.jct.2004.12.002,heptane,CCCCCCC,683.82,0.05,,,,,,,,,,,,
19716,j.jct.2004.12.002,heptane,CCCCCCC,679.75,0.05,,,,,,,,,,,,
19717,j.jct.2004.12.002,heptane,CCCCCCC,675.51,0.05,,,,,,,,,,,,
19718,j.jct.2004.12.002,heptane,CCCCCCC,671.21,0.05,,,,,,,,,,,,
19719,j.jct.2004.12.002,heptane,CCCCCCC,666.97,0.05,,,,,,,,,,,,
19720,j.jct.2004.12.002,heptane,CCCCCCC,662.67,0.05,,,,,,,,,,,,
20824,j.jct.2004.12.005,tetrahydrofuran,C1CCOC1,882.09,,,,,,,,,,,,,
20825,j.jct.2004.12.005,2-methyltetrahydrofuran,CC1CCCO1,848.1,,,,,,,,,,,,,
20826,j.jct.2004.12.005,methyl tert-butyl ether,COC(C)(C)C,735.99,,,,,,,,,,,,,
21090,j.jct.2004.12.010,ethanol,CCO,802.19,0.1,,,,,,,,,,,,
21091,j.jct.2004.12.010,ethanol,CCO,797.88,0.1,,,,,,,,,,,,
21092,j.jct.2004.12.010,ethanol,CCO,793.59,0.1,,,,,,,,,,,,
21093,j.jct.2004.12.010,ethanol,CCO,789.31,0.1,,,,,,,,,,,,
21094,j.jct.2004.12.010,ethanol,CCO,785.1,0.1,,,,,,,,,,,,
21095,j.jct.2004.12.010,ethanol,CCO,780.99,0.1,,,,,,,,,,,,
21096,j.jct.2004.12.010,ethanol,CCO,776.92,0.1,,,,,,,,,,,,
21097,j.jct.2004.12.010,ethanol,CCO,,,,,,,106.53,0.1,,,,,,
21098,j.jct.2004.12.010,ethanol,CCO,,,,,,,108.27,0.1,,,,,,
21099,j.jct.2004.12.010,ethanol,CCO,,,,,,,110.06,0.1,,,,,,
21100,j.jct.2004.12.010,ethanol,CCO,,,,,,,112.03,0.1,,,,,,
21101,j.jct.2004.12.010,ethanol,CCO,,,,,,,114.01,0.1,,,,,,
21102,j.jct.2004.12.010,decane,CCCCCCCCCC,741.2,0.1,,,,,,,,,,,,
21103,j.jct.2004.12.010,decane,CCCCCCCCCC,737.36,0.1,,,,,,,,,,,,
21104,j.jct.2004.12.010,decane,CCCCCCCCCC,733.55,0.1,,,,,,,,,,,,
21105,j.jct.2004.12.010,decane,CCCCCCCCCC,729.77,0.1,,,,,,,,,,,,
21106,j.jct.2004.12.010,decane,CCCCCCCCCC,726.03,0.1,,,,,,,,,,,,
21107,j.jct.2004.12.010,decane,CCCCCCCCCC,722.33,0.1,,,,,,,,,,,,
21108,j.jct.2004.12.010,decane,CCCCCCCCCC,718.66,0.1,,,,,,,,,,,,
21109,j.jct.2004.12.010,decane,CCCCCCCCCC,,,,,,,307.14,0.1,,,,,,
21110,j.jct.2004.12.010,decane,CCCCCCCCCC,,,,,,,309.28,0.1,,,,,,
21111,j.jct.2004.12.010,decane,CCCCCCCCCC,,,,,,,311.37,0.1,,,,,,
21112,j.jct.2004.12.010,decane,CCCCCCCCCC,,,,,,,313.58,0.1,,,,,,
21113,j.jct.2004.12.010,decane,CCCCCCCCCC,,,,,,,315.73,0.1,,,,,,
23093,j.jct.2005.01.002,diethyl ether,CCOCC,707.79,,,,,,,,,,,,,
23094,j.jct.2005.01.002,dipropyl ether,CCCOCCC,741.94,,,,,,,,,,,,,
23095,j.jct.2005.01.002,dipropyl ether,CCCOCCC,727.87,,,,,,,,,,,,,
23096,j.jct.2005.01.002,dipropyl ether,CCCOCCC,713.73,,,,,,,,,,,,,
23097,j.jct.2005.01.002,dipropyl ether,CCCOCCC,699.61,,,,,,,,,,,,,
23098,j.jct.2005.01.002,dipropyl ether,CCCOCCC,684.92,,,,,,,,,,,,,
23099,j.jct.2005.01.002,isopropyl ether,CC(C)OC(C)C,718.51,,,,,,,,,,,,,
23100,j.jct.2005.01.002,isopropyl ether,CC(C)OC(C)C,702.59,,,,,,,,,,,,,
23101,j.jct.2005.01.002,isopropyl ether,CC(C)OC(C)C,686.2,,,,,,,,,,,,,
23102,j.jct.2005.01.002,dibutyl ether,CCCCOCCCC,764.08,,,,,,,,,,,,,
23103,j.jct.2005.01.002,dibutyl ether,CCCCOCCCC,750.92,,,,,,,,,,,,,
23104,j.jct.2005.01.002,dibutyl ether,CCCCOCCCC,737.68,,,,,,,,,,,,,
23105,j.jct.2005.01.002,dibutyl ether,CCCCOCCCC,724.25,,,,,,,,,,,,,
23106,j.jct.2005.01.002,dibutyl ether,CCCCOCCCC,710.54,,,,,,,,,,,,,
23516,j.jct.2005.01.004,dibutyl ether,CCCCOCCCC,763.95,,,,,,,,,,,,,
23518,j.jct.2005.01.004,methanol,CO,786.63,,,,,,,,,,,,,
23558,j.jct.2005.01.007,benzene,c1ccccc1,873.62,,,,,,,,,,,,,
23559,j.jct.2005.01.007,benzene,c1ccccc1,841.52,,,,,,,,,,,,,
23561,j.jct.2005.01.007,toluene,Cc1ccccc1,862.25,,,,,,,,,,,,,
23562,j.jct.2005.01.007,toluene,Cc1ccccc1,834.25,,,,,,,,,,,,,
23564,j.jct.2005.01.007,ethylbenzene,CCc1ccccc1,862.26,,,,,,,,,,,,,
23565,j.jct.2005.01.007,ethylbenzene,CCc1ccccc1,835.86,,,,,,,,,,,,,
23567,j.jct.2005.01.007,butylbenzene,CCCCc1ccccc1,856.23,,,,,,,,,,,,,
23568,j.jct.2005.01.007,butylbenzene,CCCCc1ccccc1,832.29,,,,,,,,,,,,,
24844,j.jct.2005.02.003,isobutyl tert-butyl ether,CC(C)COC(C)(C)C,,,,,,,248.27013392,,,,,,,
24845,j.jct.2005.02.003,isobutyl tert-butyl ether,CC(C)COC(C)(C)C,,,,,,,248.02069976,,,,,,,
24846,j.jct.2005.02.003,isobutyl tert-butyl ether,CC(C)COC(C)(C)C,,,,,,,248.35327864,,,,,,,
24847,j.jct.2005.02.003,isobutyl tert-butyl ether,CC(C)COC(C)(C)C,,,,,,,249.0184364,,,,,,,
24848,j.jct.2005.02.003,isobutyl tert-butyl ether,CC(C)COC(C)(C)C,,,,,,,249.76673888,,,,,,,
24849,j.jct.2005.02.003,isobutyl tert-butyl ether,CC(C)COC(C)(C)C,,,,,,,250.51504136,,,,,,,
24866,j.jct.2005.02.003,isobutyl tert-butyl ether,CC(C)COC(C)(C)C,,,,,,,250.09931776,,,,,,,
24867,j.jct.2005.02.003,isobutyl tert-butyl ether,CC(C)COC(C)(C)C,,,,,,,251.01390968,,,,,,,
24868,j.jct.2005.02.003,isobutyl tert-butyl ether,CC(C)COC(C)(C)C,,,,,,,251.34648856,,,,,,,
24869,j.jct.2005.02.003,isobutyl tert-butyl ether,CC(C)COC(C)(C)C,,,,,,,250.6813308,,,,,,,
24870,j.jct.2005.02.003,isobutyl tert-butyl ether,CC(C)COC(C)(C)C,,,,,,,251.18019912,,,,,,,
24871,j.jct.2005.02.003,isobutyl tert-butyl ether,CC(C)COC(C)(C)C,,,,,,,251.59592272,,,,,,,
24872,j.jct.2005.02.003,isobutyl tert-butyl ether,CC(C)COC(C)(C)C,,,,,,,252.51051464,,,,,,,
24873,j.jct.2005.02.003,isobutyl tert-butyl ether,CC(C)COC(C)(C)C,,,,,,,252.26108048,,,,,,,
24874,j.jct.2005.02.003,isobutyl tert-butyl ether,CC(C)COC(C)(C)C,,,,,,,252.84309352,,,,,,,
24875,j.jct.2005.02.003,isobutyl tert-butyl ether,CC(C)COC(C)(C)C,,,,,,,253.591396,,,,,,,
24876,j.jct.2005.02.003,isobutyl tert-butyl ether,CC(C)COC(C)(C)C,,,,,,,253.67454072,,,,,,,
24877,j.jct.2005.02.003,isobutyl tert-butyl ether,CC(C)COC(C)(C)C,,,,,,,254.4228432,,,,,,,
24878,j.jct.2005.02.003,isobutyl tert-butyl ether,CC(C)COC(C)(C)C,,,,,,,254.4228432,,,,,,,
24879,j.jct.2005.02.003,isobutyl tert-butyl ether,CC(C)COC(C)(C)C,,,,,,,255.2542904,,,,,,,
24880,j.jct.2005.02.003,isobutyl tert-butyl ether,CC(C)COC(C)(C)C,,,,,,,255.33743512,,,,,,,
24881,j.jct.2005.02.003,isobutyl tert-butyl ether,CC(C)COC(C)(C)C,,,,,,,255.91944816,,,,,,,
24882,j.jct.2005.02.003,isobutyl tert-butyl ether,CC(C)COC(C)(C)C,,,,,,,256.25202704,,,,,,,
24883,j.jct.2005.02.003,isobutyl tert-butyl ether,CC(C)COC(C)(C)C,,,,,,,256.41831648,,,,,,,
24884,j.jct.2005.02.003,isobutyl tert-butyl ether,CC(C)COC(C)(C)C,,,,,,,256.83404008,,,,,,,
24885,j.jct.2005.02.003,isobutyl tert-butyl ether,CC(C)COC(C)(C)C,,,,,,,257.99806616,,,,,,,
24886,j.jct.2005.02.003,isobutyl tert-butyl ether,CC(C)COC(C)(C)C,,,,,,,258.1643556,,,,,,,
24887,j.jct.2005.02.003,isobutyl tert-butyl ether,CC(C)COC(C)(C)C,,,,,,,258.24750032,,,,,,,
24888,j.jct.2005.02.003,isobutyl tert-butyl ether,CC(C)COC(C)(C)C,,,,,,,258.91265808,,,,,,,
24889,j.jct.2005.02.003,isobutyl tert-butyl ether,CC(C)COC(C)(C)C,,,,,,,259.66096056,,,,,,,
24890,j.jct.2005.02.003,isobutyl tert-butyl ether,CC(C)COC(C)(C)C,,,,,,,259.4115264,,,,,,,
24891,j.jct.2005.02.003,isobutyl tert-butyl ether,CC(C)COC(C)(C)C,,,,,,,261.0744208,,,,,,,
24908,j.jct.2005.02.003,isobutyl tert-butyl ether,CC(C)COC(C)(C)C,,,,,,,261.40699968,,,,,,,
24909,j.jct.2005.02.003,isobutyl tert-butyl ether,CC(C)COC(C)(C)C,,,,,,,260.99127608,,,,,,,
24910,j.jct.2005.02.003,isobutyl tert-butyl ether,CC(C)COC(C)(C)C,,,,,,,262.3215916,,,,,,,
24911,j.jct.2005.02.003,isobutyl tert-butyl ether,CC(C)COC(C)(C)C,,,,,,,262.3215916,,,,,,,
24912,j.jct.2005.02.003,isobutyl tert-butyl ether,CC(C)COC(C)(C)C,,,,,,,262.82045992,,,,,,,
24913,j.jct.2005.02.003,isobutyl tert-butyl ether,CC(C)COC(C)(C)C,,,,,,,263.65190712,,,,,,,
24914,j.jct.2005.02.003,isobutyl tert-butyl ether,CC(C)COC(C)(C)C,,,,,,,263.40247296,,,,,,,
