,Mixture,Mixture Count dens binary,Mixture Count actcoeff binary,Mixture Count sos binary,Mixture Count dielec binary,Mixture Count eme binary,Mixture Count emcp binary,Mixture Count emv binary,Mixture Count all,x1,x2,SMILES1,SMILES2
394,trimethylene glycol__water,14,0,0,0,0,0,14,28,trimethylene glycol,water,OCCCO,O
395,"2,3-butanediol__water",14,0,0,0,0,0,14,28,"2,3-butanediol",water,CC(O)C(C)O,O
396,"butane, 1,4-dihydroxy-__water",14,0,0,0,0,0,14,28,"butane, 1,4-dihydroxy-",water,OCCCCO,O
397,"1,3-butanediol__water",14,0,0,0,0,0,14,28,"1,3-butanediol",water,CC(O)CCO,O
418,"ethanol, 2-ethoxy-__water",12,0,16,0,0,0,0,28,"ethanol, 2-ethoxy-",water,CCOCCO,O
440,"1,4-dioxane__water",10,0,18,0,0,0,0,28,"1,4-dioxane",water,C1COCCO1,O
321,tetrole__n-hexane,27,0,0,0,0,0,0,27,tetrole,n-hexane,o1cccc1,CCCCCC
322,"1,2-dimethylbenzene__hexane",27,0,0,0,0,0,0,27,"1,2-dimethylbenzene",hexane,Cc1ccccc1C,CCCCCC
323,phenylmethane__tetrole,27,0,0,0,0,0,0,27,phenylmethane,tetrole,Cc1ccccc1,o1cccc1
573,"benzene__1,3-dioxolane",0,0,27,0,0,0,0,27,benzene,"1,3-dioxolane",c1ccccc1,C1COCO1
574,"cyclopentane__1,3-dioxolane",0,0,27,0,0,0,0,27,cyclopentane,"1,3-dioxolane",C1CCCC1,C1COCO1
575,"cyclohexane__1,3-dioxolane",0,0,27,0,0,0,0,27,cyclohexane,"1,3-dioxolane",C1CCCCC1,C1COCO1
400,ethylbenzene__octane,13,0,13,0,0,0,0,26,ethylbenzene,octane,CCc1ccccc1,CCCCCCCC
403,toluene__cyclopentane,13,0,13,0,0,0,0,26,toluene,cyclopentane,Cc1ccccc1,C1CCCC1
406,ethylbenzene__cyclopentane,13,0,13,0,0,0,0,26,ethylbenzene,cyclopentane,CCc1ccccc1,C1CCCC1
407,ethylbenzene__nonane,13,0,13,0,0,0,0,26,ethylbenzene,nonane,CCc1ccccc1,CCCCCCCCC
410,benzene__cyclopentane,13,0,13,0,0,0,0,26,benzene,cyclopentane,c1ccccc1,C1CCCC1
339,n-propyl alcohol__water,25,0,0,0,0,0,0,25,n-propyl alcohol,water,CCCO,O
340,"propan-1-ol__1,3-benzenediol",25,0,0,0,0,0,0,25,propan-1-ol,"1,3-benzenediol",CCCO,Oc1cccc(O)c1
341,"butan-1-ol__1,3-benzenediol",25,0,0,0,0,0,0,25,butan-1-ol,"1,3-benzenediol",CCCCO,Oc1cccc(O)c1
374,glycerol__ethanol,20,5,0,0,0,0,0,25,glycerol,ethanol,OCC(O)CO,CCO
404,ethylene glycol__1-heptanol,13,0,12,0,0,0,0,25,ethylene glycol,1-heptanol,OCCO,CCCCCCCO
343,methanol__toluene,24,0,0,0,0,0,0,24,methanol,toluene,CO,Cc1ccccc1
345,2-ethoxyethanol__water,24,0,0,0,0,0,0,24,2-ethoxyethanol,water,CCOCCO,O
347,2-n-butoxyethanol__water,24,0,0,0,0,0,0,24,2-n-butoxyethanol,water,CCCCOCCO,O
348,D-(+)-arabitol__water,24,0,0,0,0,0,0,24,D-(+)-arabitol,water,OCC(O)C(O)C(O)CO,O
413,isobutanol__water,12,0,12,0,0,0,0,24,isobutanol,water,CC(C)CO,O
414,benzene__hexane,12,0,12,0,0,0,0,24,benzene,hexane,c1ccccc1,CCCCCC
424,"ethane, 1,1'-oxybis-__1,3-dioxolane",11,0,12,0,0,0,0,23,"ethane, 1,1'-oxybis-","1,3-dioxolane",CCOCC,C1COCO1
621,neohexane__tetrahydrofuran,0,0,0,0,23,0,0,23,neohexane,tetrahydrofuran,CCC(C)(C)C,C1CCOC1
622,diisopropyl__tetrahydrofuran,0,0,0,0,23,0,0,23,diisopropyl,tetrahydrofuran,CC(C)C(C)C,C1CCOC1
352,ethylene glycol__1-nonanol,22,0,0,0,0,0,0,22,ethylene glycol,1-nonanol,OCCO,CCCCCCCCCO
353,benzene__methoxybenzene,22,0,0,0,0,0,0,22,benzene,methoxybenzene,c1ccccc1,COc1ccccc1
355,methoxybenzene__butylbenzene,22,0,0,0,0,0,0,22,methoxybenzene,butylbenzene,COc1ccccc1,CCCCc1ccccc1
356,benzene__toluene,22,0,0,0,0,0,0,22,benzene,toluene,c1ccccc1,Cc1ccccc1
357,"1,3-dimethylbenzene__pentylcarbinol",22,0,0,0,0,0,0,22,"1,3-dimethylbenzene",pentylcarbinol,Cc1cccc(C)c1,CCCCCCO
358,methoxybenzene__toluene,22,0,0,0,0,0,0,22,methoxybenzene,toluene,COc1ccccc1,Cc1ccccc1
359,benzene__ethylbenzene,22,0,0,0,0,0,0,22,benzene,ethylbenzene,c1ccccc1,CCc1ccccc1
360,heptane__cyclooctane,22,0,0,0,0,0,0,22,heptane,cyclooctane,CCCCCCC,C1CCCCCCC1
361,ethylbenzene__methoxybenzene,22,0,0,0,0,0,0,22,ethylbenzene,methoxybenzene,CCc1ccccc1,COc1ccccc1
362,1-propanol__1-heptanol,22,0,0,0,0,0,0,22,1-propanol,1-heptanol,CCCO,CCCCCCCO
363,"1,2-dimethylbenzene__pentylcarbinol",22,0,0,0,0,0,0,22,"1,2-dimethylbenzene",pentylcarbinol,Cc1ccccc1C,CCCCCCO
364,methoxybenzene__propylbenzene,22,0,0,0,0,0,0,22,methoxybenzene,propylbenzene,COc1ccccc1,CCCc1ccccc1
365,1-heptanol__1-nonanol,22,0,0,0,0,0,0,22,1-heptanol,1-nonanol,CCCCCCCO,CCCCCCCCCO
366,ethylbenzene__toluene,22,0,0,0,0,0,0,22,ethylbenzene,toluene,CCc1ccccc1,Cc1ccccc1
367,1-propanol__1-pentanol,22,0,0,0,0,0,0,22,1-propanol,1-pentanol,CCCO,CCCCCO
368,1-propanol__1-nonanol,22,0,0,0,0,0,0,22,1-propanol,1-nonanol,CCCO,CCCCCCCCCO
369,1-pentanol__1-nonanol,22,0,0,0,0,0,0,22,1-pentanol,1-nonanol,CCCCCO,CCCCCCCCCO
370,1-pentanol__1-heptanol,22,0,0,0,0,0,0,22,1-pentanol,1-heptanol,CCCCCO,CCCCCCCO
416,2-ethyl-1-hexanol__ethylene glycol,12,0,10,0,0,0,0,22,2-ethyl-1-hexanol,ethylene glycol,CCCCC(CC)CO,OCCO
425,"ethane, 1,1'-oxybis-__pentan-1-ol",11,0,11,0,0,0,0,22,"ethane, 1,1'-oxybis-",pentan-1-ol,CCOCC,CCCCCO
426,"2-methoxyethanol__1,3-dioxolane",11,0,11,0,0,0,0,22,2-methoxyethanol,"1,3-dioxolane",COCCO,C1COCO1
431,"pentan-1-ol__1,3-dioxolane",11,0,11,0,0,0,0,22,pentan-1-ol,"1,3-dioxolane",CCCCCO,C1COCO1
432,"ethanol, 2-ethoxy-__1,3-dioxolane",11,0,11,0,0,0,0,22,"ethanol, 2-ethoxy-","1,3-dioxolane",CCOCCO,C1COCO1
433,"2-butoxyethanol__1,3-dioxolane",11,0,11,0,0,0,0,22,2-butoxyethanol,"1,3-dioxolane",CCCCOCCO,C1COCO1
584,benzene__2-methyltetrahydrofuran,0,0,11,0,11,0,0,22,benzene,2-methyltetrahydrofuran,c1ccccc1,CC1CCCO1
434,isopropyl ether__toluene,11,0,0,0,10,0,0,21,isopropyl ether,toluene,CC(C)OC(C)C,Cc1ccccc1
623,tetramethylene oxide__dibutyl ether,0,0,0,0,21,0,0,21,tetramethylene oxide,dibutyl ether,C1CCOC1,CCCCOCCCC
375,"ethanol__1,3-benzenediol",20,0,0,0,0,0,0,20,ethanol,"1,3-benzenediol",CCO,Oc1cccc(O)c1
438,ethanol__ethylene glycol,10,0,10,0,0,0,0,20,ethanol,ethylene glycol,CCO,OCCO
624,"2,3-dimethylbutane__ether, dipropyl",0,0,0,0,20,0,0,20,"2,3-dimethylbutane","ether, dipropyl",CC(C)C(C)C,CCCOCCC
625,"butane, 2,2-dimethyl-__butyl oxide",0,0,0,0,20,0,0,20,"butane, 2,2-dimethyl-",butyl oxide,CCC(C)(C)C,CCCCOCCCC
626,dipropyl ether__dibutyl ether,0,0,0,0,20,0,0,20,dipropyl ether,dibutyl ether,CCCOCCC,CCCCOCCCC
627,tetramethylene oxide__dipropyl ether,0,0,0,0,20,0,0,20,tetramethylene oxide,dipropyl ether,C1CCOC1,CCCOCCC
628,"2,3-dimethylbutane__butyl oxide",0,0,0,0,20,0,0,20,"2,3-dimethylbutane",butyl oxide,CC(C)C(C)C,CCCCOCCCC
629,methanol__dibutyl ether,0,0,0,0,20,0,0,20,methanol,dibutyl ether,CO,CCCCOCCCC
376,2-methyl-1-propanol__2-methyl-1-butanol,19,0,0,0,0,0,0,19,2-methyl-1-propanol,2-methyl-1-butanol,CC(C)CO,CCC(C)CO
380,2-methyl-1-propanol__3-methyl-1-butanol,19,0,0,0,0,0,0,19,2-methyl-1-propanol,3-methyl-1-butanol,CC(C)CO,CC(C)CCO
381,1-propanol__tert-butyl ethyl ether,19,0,0,0,0,0,0,19,1-propanol,tert-butyl ethyl ether,CCCO,CCOC(C)(C)C
382,1-pentanol__2-methyl-1-propanol,19,0,0,0,0,0,0,19,1-pentanol,2-methyl-1-propanol,CCCCCO,CC(C)CO
630,1-methoxy-2-propanol__cyclohexane,0,0,0,0,19,0,0,19,1-methoxy-2-propanol,cyclohexane,COCC(C)O,C1CCCCC1
631,"butane, 2,2-dimethyl-__ether, dipropyl",0,0,0,0,19,0,0,19,"butane, 2,2-dimethyl-","ether, dipropyl",CCC(C)(C)C,CCCOCCC
632,cyclohexane__2-butoxyethanol,0,0,0,0,19,0,0,19,cyclohexane,2-butoxyethanol,C1CCCCC1,CCCCOCCO
633,1-pentanol__decane,0,0,0,0,19,0,0,19,1-pentanol,decane,CCCCCO,CCCCCCCCCC
634,methanol__methoxymethane,0,0,0,0,19,0,0,19,methanol,methoxymethane,CO,COC
635,cyclohexane__5-oxanonane,0,0,0,0,19,0,0,19,cyclohexane,5-oxanonane,C1CCCCC1,CCCCOCCCC
636,epoxypropane__2-methylpentane,0,0,0,0,19,0,0,19,epoxypropane,2-methylpentane,CC1CO1,CCCC(C)C
637,1-propanol__methoxymethane,0,0,0,0,19,0,0,19,1-propanol,methoxymethane,CCCO,COC
638,"octane__1,4-dioxane",0,0,0,0,19,0,0,19,octane,"1,4-dioxane",CCCCCCCC,C1COCCO1
639,ethanol__methoxymethane,0,0,0,0,19,0,0,19,ethanol,methoxymethane,CCO,COC
640,1-butanol__methoxymethane,0,0,0,0,19,0,0,19,1-butanol,methoxymethane,CCCCO,COC
641,cyclohexane__dibutyl ether,0,0,0,0,19,0,0,19,cyclohexane,dibutyl ether,C1CCCCC1,CCCCOCCCC
642,benzene__1-methoxy-2-propanol,0,0,0,0,19,0,0,19,benzene,1-methoxy-2-propanol,c1ccccc1,COCC(C)O
643,benzene__2-butoxyethanol,0,0,0,0,19,0,0,19,benzene,2-butoxyethanol,c1ccccc1,CCCCOCCO
644,ethanol__tetrahydropyran,0,0,0,0,19,0,0,19,ethanol,tetrahydropyran,CCO,C1CCOCC1
384,ethane__toluene,18,0,0,0,0,0,0,18,ethane,toluene,CC,Cc1ccccc1
385,"n-hexane__2,5-dimethylfuran",18,0,0,0,0,0,0,18,n-hexane,"2,5-dimethylfuran",CCCCCC,Cc1oc(C)cc1
446,2-methyl-2-butanol__ethyl tert-pentyl ether,9,0,0,0,9,0,0,18,2-methyl-2-butanol,ethyl tert-pentyl ether,CCC(C)(C)O,CCOC(C)(C)CC
448,butan-2-ol__ethyl tert-pentyl ether,9,0,0,0,9,0,0,18,butan-2-ol,ethyl tert-pentyl ether,CCC(C)O,CCOC(C)(C)CC
450,1-butanol__ethyl tert-pentyl ether,9,0,0,0,9,0,0,18,1-butanol,ethyl tert-pentyl ether,CCCCO,CCOC(C)(C)CC
645,hexane__cyclohexane,0,0,0,0,18,0,0,18,hexane,cyclohexane,CCCCCC,C1CCCCC1
646,1-pentanol__nonane,0,0,0,0,18,0,0,18,1-pentanol,nonane,CCCCCO,CCCCCCCCC
647,1-pentanol__hexane,0,0,0,0,18,0,0,18,1-pentanol,hexane,CCCCCO,CCCCCC
648,"benzyl alcohol__3,6-dioxa-1-octanol",0,0,0,0,17,0,0,17,benzyl alcohol,"3,6-dioxa-1-octanol",OCc1ccccc1,CCOCCOCCO
649,benzyl alcohol__dibutyl ether,0,0,0,0,17,0,0,17,benzyl alcohol,dibutyl ether,OCc1ccccc1,CCCCOCCCC
650,"benzyl alcohol__1,2-dimethoxyethane",0,0,0,0,17,0,0,17,benzyl alcohol,"1,2-dimethoxyethane",OCc1ccccc1,COCCOC
651,"benzyl alcohol__ethanol, 2-ethoxy-",0,0,0,0,17,0,0,17,benzyl alcohol,"ethanol, 2-ethoxy-",OCc1ccccc1,CCOCCO
652,1-propanol__decane,0,0,0,0,17,0,0,17,1-propanol,decane,CCCO,CCCCCCCCCC
653,2-methyl-1-propanol__1-methyl-1-(1-methylethoxy)ethane,0,0,0,0,17,0,0,17,2-methyl-1-propanol,1-methyl-1-(1-methylethoxy)ethane,CC(C)CO,CC(C)OC(C)C
654,"benzyl alcohol__3,6-dioxaoctane",0,0,0,0,17,0,0,17,benzyl alcohol,"3,6-dioxaoctane",OCc1ccccc1,CCOCCOCC
388,methanol__dioxane,16,0,0,0,0,0,0,16,methanol,dioxane,CO,C1COCCO1
466,tert-pentyl alcohol__water,0,16,0,0,0,0,0,16,tert-pentyl alcohol,water,CCC(C)(C)O,O
576,2-methoxyethanol__water,0,0,16,0,0,0,0,16,2-methoxyethanol,water,COCCO,O
655,1-propanol__heptane,0,0,0,0,16,0,0,16,1-propanol,heptane,CCCO,CCCCCCC
392,methane__pentane,15,0,0,0,0,0,0,15,methane,pentane,C,CCCCC
467,"1-butanol, 3-methyl-__water",0,15,0,0,0,0,0,15,"1-butanol, 3-methyl-",water,CC(C)CCO,O
468,2-methyl-1-butanol__water,0,15,0,0,0,0,0,15,2-methyl-1-butanol,water,CCC(C)CO,O
656,ethanol__nonane,0,0,0,0,15,0,0,15,ethanol,nonane,CCO,CCCCCCCCC
657,ethanol__decane,0,0,0,0,15,0,0,15,ethanol,decane,CCO,CCCCCCCCCC
658,butan-2-ol__cyclohexyl alcohol,0,0,0,0,15,0,0,15,butan-2-ol,cyclohexyl alcohol,CCC(C)O,OC1CCCCC1
659,1-propanol__nonane,0,0,0,0,15,0,0,15,1-propanol,nonane,CCCO,CCCCCCCCC
660,"1,2-dimethylbenzene__dibutyl ether",0,0,0,0,15,0,0,15,"1,2-dimethylbenzene",dibutyl ether,Cc1ccccc1C,CCCCOCCCC
398,2-ethyl-1-hexanol__1-nonanol,14,0,0,0,0,0,0,14,2-ethyl-1-hexanol,1-nonanol,CCCCC(CC)CO,CCCCCCCCCO
661,benzene__2-methyl-1-propanol,0,0,0,0,14,0,0,14,benzene,2-methyl-1-propanol,c1ccccc1,CC(C)CO
401,ethanol__oxane,13,0,0,0,0,0,0,13,ethanol,oxane,CCO,C1CCOCC1
405,1-octanol__2-octanol,13,0,0,0,0,0,0,13,1-octanol,2-octanol,CCCCCCCCO,CCCCCCC(C)O
409,anisole__phenol,13,0,0,0,0,0,0,13,anisole,phenol,COc1ccccc1,Oc1ccccc1
411,2-ethyl-1-hexanol__1-heptanol,13,0,0,0,0,0,0,13,2-ethyl-1-hexanol,1-heptanol,CCCCC(CC)CO,CCCCCCCO
469,pentan-2-ol__water,0,13,0,0,0,0,0,13,pentan-2-ol,water,CCCC(C)O,O
582,"1-butanol__1,2-butanediol",0,0,13,0,0,0,0,13,1-butanol,"1,2-butanediol",CCCCO,CCC(O)CO
662,1-butanol__1-methyl-1-(1-methylethoxy)ethane,0,0,0,0,13,0,0,13,1-butanol,1-methyl-1-(1-methylethoxy)ethane,CCCCO,CC(C)OC(C)C
663,n-butyl alcohol__cyclohexyl alcohol,0,0,0,0,13,0,0,13,n-butyl alcohol,cyclohexyl alcohol,CCCCO,OC1CCCCC1
415,"1,3-dioxolane__water",12,0,0,0,0,0,0,12,"1,3-dioxolane",water,C1COCO1,O
421,2-propanol__methane,12,0,0,0,0,0,0,12,2-propanol,methane,CC(C)O,C
423,methanol__tetrahydrofuran,12,0,0,0,0,0,0,12,methanol,tetrahydrofuran,CO,C1CCOC1
664,1-methyl-1-(1-methylethoxy)ethane__heptane,0,0,0,0,12,0,0,12,1-methyl-1-(1-methylethoxy)ethane,heptane,CC(C)OC(C)C,CCCCCCC
427,benzene__2-methoxyethanol,11,0,0,0,0,0,0,11,benzene,2-methoxyethanol,c1ccccc1,COCCO
428,benzene__methyl tert-butyl ether,11,0,0,0,0,0,0,11,benzene,methyl tert-butyl ether,c1ccccc1,COC(C)(C)C
429,benzene__dibutyl ether,11,0,0,0,0,0,0,11,benzene,dibutyl ether,c1ccccc1,CCCCOCCCC
430,methanol__anisol,11,0,0,0,0,0,0,11,methanol,anisol,CO,COc1ccccc1
435,toluene__2-methoxyethanol,11,0,0,0,0,0,0,11,toluene,2-methoxyethanol,Cc1ccccc1,COCCO
436,p-xylene__2-methoxyethanol,11,0,0,0,0,0,0,11,p-xylene,2-methoxyethanol,Cc1ccc(C)cc1,COCCO
437,ethanol__dibutyl ether,11,0,0,0,0,0,0,11,ethanol,dibutyl ether,CCO,CCCCOCCCC
470,3-pentanol__water,0,11,0,0,0,0,0,11,3-pentanol,water,CCC(O)CC,O
665,"1,2-propanediol__methanol",0,0,0,0,11,0,0,11,"1,2-propanediol",methanol,CC(O)CO,CO
666,propyl alcohol__cyclohexyl alcohol,0,0,0,0,11,0,0,11,propyl alcohol,cyclohexyl alcohol,CCCO,OC1CCCCC1
667,methanol__.alpha.-toluenol,0,0,0,0,11,0,0,11,methanol,.alpha.-toluenol,CO,OCc1ccccc1
668,tetrahydrofuran__nonane,0,0,0,0,11,0,0,11,tetrahydrofuran,nonane,C1CCOC1,CCCCCCCCC
669,1-hexanol__cyclopentane,0,0,0,0,11,0,0,11,1-hexanol,cyclopentane,CCCCCCO,C1CCCC1
670,"isopropyl ether__1,3-dimethylbenzene",0,0,0,0,11,0,0,11,isopropyl ether,"1,3-dimethylbenzene",CC(C)OC(C)C,Cc1cccc(C)c1
439,1-pentanol__2-ethyl-1-hexanol,10,0,0,0,0,0,0,10,1-pentanol,2-ethyl-1-hexanol,CCCCCO,CCCCC(CC)CO
441,phenol__1-octanol,10,0,0,0,0,0,0,10,phenol,1-octanol,Oc1ccccc1,CCCCCCCCO
442,"2-ethyl-1-hexanol__2,3-butanediol",10,0,0,0,0,0,0,10,2-ethyl-1-hexanol,"2,3-butanediol",CCCCC(CC)CO,CC(O)C(C)O
443,2-propanol__ethane,10,0,0,0,0,0,0,10,2-propanol,ethane,CC(C)O,CC
461,naphthalene__heptane,5,0,5,0,0,0,0,10,naphthalene,heptane,c1ccc2ccccc2c1,CCCCCCC
462,naphthalene__cyclohexane,5,0,5,0,0,0,0,10,naphthalene,cyclohexane,c1ccc2ccccc2c1,C1CCCCC1
471,3-methyl-2-butanol__water,0,10,0,0,0,0,0,10,3-methyl-2-butanol,water,CC(C)C(C)O,O
585,isopropyl ether__hexane,0,0,10,0,0,0,0,10,isopropyl ether,hexane,CC(C)OC(C)C,CCCCCC
586,isopropyl ether__heptane,0,0,10,0,0,0,0,10,isopropyl ether,heptane,CC(C)OC(C)C,CCCCCCC
587,isopropyl ether__octane,0,0,10,0,0,0,0,10,isopropyl ether,octane,CC(C)OC(C)C,CCCCCCCC
671,"1,2-propanediol__1-hexanol",0,0,0,0,10,0,0,10,"1,2-propanediol",1-hexanol,CC(O)CO,CCCCCCO
672,pentan-1-ol__tert-pentyl alcohol,0,0,0,0,10,0,0,10,pentan-1-ol,tert-pentyl alcohol,CCCCCO,CCC(C)(C)O
673,ethanol__cyclohexyl alcohol,0,0,0,0,10,0,0,10,ethanol,cyclohexyl alcohol,CCO,OC1CCCCC1
674,ethanol__.alpha.-toluenol,0,0,0,0,10,0,0,10,ethanol,.alpha.-toluenol,CCO,OCc1ccccc1
675,1-nonanol__cyclopentane,0,0,0,0,10,0,0,10,1-nonanol,cyclopentane,CCCCCCCCCO,C1CCCC1
676,ethanol__tert-pentyl alcohol,0,0,0,0,10,0,0,10,ethanol,tert-pentyl alcohol,CCO,CCC(C)(C)O
677,butan-1-ol__tert-pentyl alcohol,0,0,0,0,10,0,0,10,butan-1-ol,tert-pentyl alcohol,CCCCO,CCC(C)(C)O
678,"1,2-propanediol__1-pentanol",0,0,0,0,10,0,0,10,"1,2-propanediol",1-pentanol,CC(O)CO,CCCCCO
679,"1,2-propanediol__ethanol",0,0,0,0,10,0,0,10,"1,2-propanediol",ethanol,CC(O)CO,CCO
680,"1,2-propanediol__1-butanol",0,0,0,0,10,0,0,10,"1,2-propanediol",1-butanol,CC(O)CO,CCCCO
681,1-octanol__cyclopentane,0,0,0,0,10,0,0,10,1-octanol,cyclopentane,CCCCCCCCO,C1CCCC1
682,cyclohexane__1-heptanol,0,0,0,0,10,0,0,10,cyclohexane,1-heptanol,C1CCCCC1,CCCCCCCO
683,propan-1-ol__tert-pentyl alcohol,0,0,0,0,10,0,0,10,propan-1-ol,tert-pentyl alcohol,CCCO,CCC(C)(C)O
684,methanol__cyclohexyl alcohol,0,0,0,0,10,0,0,10,methanol,cyclohexyl alcohol,CO,OC1CCCCC1
685,"1,2-propanediol__1-propanol",0,0,0,0,10,0,0,10,"1,2-propanediol",1-propanol,CC(O)CO,CCCO
686,methanol__tert-pentyl alcohol,0,0,0,0,10,0,0,10,methanol,tert-pentyl alcohol,CO,CCC(C)(C)O
444,ethane__pentane,9,0,0,0,0,0,0,9,ethane,pentane,CC,CCCCC
445,(RS)-2-butanol__water,9,0,0,0,0,0,0,9,(RS)-2-butanol,water,CCC(C)O,O
447,"2-ethyl-1-hexanol__butane, 1,4-dihydroxy-",9,0,0,0,0,0,0,9,2-ethyl-1-hexanol,"butane, 1,4-dihydroxy-",CCCCC(CC)CO,OCCCCO
449,cyclohexane__1-octanol,9,0,0,0,0,0,0,9,cyclohexane,1-octanol,C1CCCCC1,CCCCCCCCO
451,isooctane__methyl tert-butyl ether,9,0,0,0,0,0,0,9,isooctane,methyl tert-butyl ether,CCCCCC(C)C,COC(C)(C)C
472,furan__water,0,9,0,0,0,0,0,9,furan,water,o1cccc1,O
588,isopropyl ether__cyclohexane,0,0,9,0,0,0,0,9,isopropyl ether,cyclohexane,CC(C)OC(C)C,C1CCCCC1
589,isopropyl ether__tetralin,0,0,9,0,0,0,0,9,isopropyl ether,tetralin,CC(C)OC(C)C,C1CCc2ccccc2C1
590,benzene__isopropyl ether,0,0,9,0,0,0,0,9,benzene,isopropyl ether,c1ccccc1,CC(C)OC(C)C
591,decahydronaphthalene__isopropyl ether,0,0,9,0,0,0,0,9,decahydronaphthalene,isopropyl ether,C1CCC2CCCCC2C1,CC(C)OC(C)C
687,propan-1-ol__.alpha.-toluenol,0,0,0,0,9,0,0,9,propan-1-ol,.alpha.-toluenol,CCCO,OCc1ccccc1
688,1-pentanol__tetrahydropyran,0,0,0,0,9,0,0,9,1-pentanol,tetrahydropyran,CCCCCO,C1CCOCC1
689,butan-1-ol__.alpha.-toluenol,0,0,0,0,9,0,0,9,butan-1-ol,.alpha.-toluenol,CCCCO,OCc1ccccc1
690,tetrahydropyran__decane,0,0,0,0,9,0,0,9,tetrahydropyran,decane,C1CCOCC1,CCCCCCCCCC
691,"1,4-dioxane__tetrahydropyran",0,0,0,0,9,0,0,9,"1,4-dioxane",tetrahydropyran,C1COCCO1,C1CCOCC1
692,.alpha.-toluenol__pentylcarbinol,0,0,0,0,9,0,0,9,.alpha.-toluenol,pentylcarbinol,OCc1ccccc1,CCCCCCO
693,cyclohexane__1-nonanol,0,0,0,0,9,0,0,9,cyclohexane,1-nonanol,C1CCCCC1,CCCCCCCCCO
694,2-propanol__cyclohexyl alcohol,0,0,0,0,9,0,0,9,2-propanol,cyclohexyl alcohol,CC(C)O,OC1CCCCC1
695,pentan-1-ol__.alpha.-toluenol,0,0,0,0,9,0,0,9,pentan-1-ol,.alpha.-toluenol,CCCCCO,OCc1ccccc1
696,tetrahydropyran__1-nonanol,0,0,0,0,9,0,0,9,tetrahydropyran,1-nonanol,C1CCOCC1,CCCCCCCCCO
452,"3-oxa-1,5-pentanediol__3,6-dioxa-1,8-octanediol",8,0,0,0,0,0,0,8,"3-oxa-1,5-pentanediol","3,6-dioxa-1,8-octanediol",OCCOCCO,OCCOCCOCCO
453,isopropyl ether__isooctane,8,0,0,0,0,0,0,8,isopropyl ether,isooctane,CC(C)OC(C)C,CCCCCC(C)C
454,"1,2-ethanediol__3-oxa-1,5-pentanediol",8,0,0,0,0,0,0,8,"1,2-ethanediol","3-oxa-1,5-pentanediol",OCCO,OCCOCCO
455,ethylene glycol__bis(2-hydroxyethyl) ether,8,0,0,0,0,0,0,8,ethylene glycol,bis(2-hydroxyethyl) ether,OCCO,OCCOCCO
456,"1,2-ethanediol__3,6-dioxa-1,8-octanediol",8,0,0,0,0,0,0,8,"1,2-ethanediol","3,6-dioxa-1,8-octanediol",OCCO,OCCOCCOCCO
457,methane__butane,6,0,0,0,0,0,0,6,methane,butane,C,CCCC
458,"bis(2-hydroxyethyl) ether__3,6-dioxa-1,8-octanediol",5,0,0,0,0,0,0,5,bis(2-hydroxyethyl) ether,"3,6-dioxa-1,8-octanediol",OCCOCCO,OCCOCCOCCO
459,"ethylene glycol__3,6-dioxa-1,8-octanediol",5,0,0,0,0,0,0,5,ethylene glycol,"3,6-dioxa-1,8-octanediol",OCCO,OCCOCCOCCO
460,methanol__2-methoxyethanol,5,0,0,0,0,0,0,5,methanol,2-methoxyethanol,CO,COCCO
473,toluene__methoxymethane,0,5,0,0,0,0,0,5,toluene,methoxymethane,Cc1ccccc1,COC
474,"1,4-dimethylbenzene__butane",0,5,0,0,0,0,0,5,"1,4-dimethylbenzene",butane,Cc1ccc(C)cc1,CCCC
475,"decane__1,3-propanediol",0,5,0,0,0,0,0,5,decane,"1,3-propanediol",CCCCCCCCCC,OCCCO
476,"propane__1,4-dimethylbenzene",0,5,0,0,0,0,0,5,propane,"1,4-dimethylbenzene",CCC,Cc1ccc(C)cc1
477,"1,2-dimethylbenzene__methoxymethane",0,5,0,0,0,0,0,5,"1,2-dimethylbenzene",methoxymethane,Cc1ccccc1C,COC
478,"octane__1,3-propanediol",0,5,0,0,0,0,0,5,octane,"1,3-propanediol",CCCCCCCC,OCCCO
479,"2-methylpropane__1,4-dimethylbenzene",0,5,0,0,0,0,0,5,2-methylpropane,"1,4-dimethylbenzene",CC(C)C,Cc1ccc(C)cc1
480,"1,4-dimethylbenzene__methoxymethane",0,5,0,0,0,0,0,5,"1,4-dimethylbenzene",methoxymethane,Cc1ccc(C)cc1,COC
463,methane__ethane,4,0,0,0,0,0,0,4,methane,ethane,C,CC
481,2-methylpropane__toluene,0,4,0,0,0,0,0,4,2-methylpropane,toluene,CC(C)C,Cc1ccccc1
482,"butane, 2-ethoxy-2-methyl-__water",0,4,0,0,0,0,0,4,"butane, 2-ethoxy-2-methyl-",water,CCOC(C)(C)CC,O
483,"2-methylpropane__1,2-dimethylbenzene",0,4,0,0,0,0,0,4,2-methylpropane,"1,2-dimethylbenzene",CC(C)C,Cc1ccccc1C
484,benzene__methoxymethane,0,4,0,0,0,0,0,4,benzene,methoxymethane,c1ccccc1,COC
485,"propane__1,2-dimethylbenzene",0,4,0,0,0,0,0,4,propane,"1,2-dimethylbenzene",CCC,Cc1ccccc1C
486,butane__toluene,0,4,0,0,0,0,0,4,butane,toluene,CCCC,Cc1ccccc1
487,benzene__propane,0,4,0,0,0,0,0,4,benzene,propane,c1ccccc1,CCC
