;filename;Pure_Dens_Molecules;Bin_Dens_Mixtures;Pure_Hmol_Molecules;Bin_EME_Mixtures;Pure_Cpmol_Molecules;Bin_EMCp_Mixtures;Property_Score;nan_Count;Pure_Dens_Counts;Bin_Dens_Counts;Pure_Hmol_Counts;Bin_EME_Counts;Pure_Cpmol_Counts;Bin_EMCp_Counts;Component_Score;Aggregate_Score
584;je0502142;"[""'CCCO'"", ""'CCC(C)CO'"", ""'CC(C)CCO'""]";"[""'CCCO__CCC(C)CO'"", ""'CCCO__CC(C)CCO'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;3;2;1;1;1;1;5.0;7.0
606;je060017i;"[""'CC1CCCO1'"", ""'CCCCO'""]";"[""'CCCCO__CC1CCCO1'""]";['nan'];"[""'CCCCO__CC1CCCO1'""]";['nan'];['nan'];3.0;-3.0;2;1;1;1;1;1;4.0;7.0
607;je060025z;"[""'O'"", ""'CC(C)CCO'"", ""'CCCCCCCCCO'"", ""'COC(C)(C)C'"", ""'CCCCCC'"", ""'Cc1ccccc1'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;6;1;1;1;1;1;6.0;7.0
626;je0602519;"[""'Cc1ccccc1'"", ""'CCCCCCCO'"", ""'CCCCCCCCO'""]";"[""'Cc1ccccc1__CCCCCCCO'"", ""'Cc1ccccc1__CCCCCCCCO'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;3;2;1;1;1;1;5.0;7.0
533;j.tca.2011.08.002;"[""'CCCO'"", ""'CCCCO'"", ""'CCC(C)O'"", ""'CC(C)(C)O'"", ""'CCCCCO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;5;1;1;1;1;1;5.0;6.0
602;je050519g;"[""'CO'"", ""'CCO'"", ""'CCCO'"", ""'CCCCO'"", ""'CCCCCO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;5;1;1;1;1;1;5.0;6.0
901;je800940j;"[""'C1CCCCC1'"", ""'Cc1ccccc1'""]";"[""'Cc1ccccc1__C1CCCCC1'"", ""'C1CC[C@@H]2CCCC[C@@H]2C1__C1CC[C@@H]2CCCC[C@H]2C1'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;2;2;1;1;1;1;4.0;6.0
186;j.fluid.2015.07.016;"[""'CC1(C)OCC(CO)O1'"", ""'CCCCCCC'"", ""'Cc1ccccc1'"", ""'CCO'"", ""'O'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;5;1;1;1;1;1;5.0;6.0
1018;j.jct.2010.07.016;['nan'];['nan'];['nan'];"[""'c1ccccc1__C1CCOCC1'"", ""'Cc1ccccc1__C1CCOCC1'"", ""'Cc1ccccc1C__C1CCOCC1'"", ""'Cc1ccc(C)cc1__C1CCOCC1'"", ""'Cc1cccc(C)c1__C1CCOCC1'""]";['nan'];['nan'];1.0;-5.0;1;1;1;5;1;1;5.0;6.0
428;j.jct.2013.06.020;"[""'OCc1occc1'"", ""'OCC1CCCO1'""]";"[""'OCc1occc1__O'"", ""'OCC1CCCO1__O'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;2;2;1;1;1;1;4.0;6.0
1001;j.fluid.2006.04.016;['nan'];['nan'];['nan'];"[""'CCOCCO__C1CCCCC1'"", ""'CCOCCO__CCCCCCCC'"", ""'CCO__c1ccccc1'"", ""'CCCCCC__CCOCCO'"", ""'c1ccccc1__CCOCCO'""]";['nan'];['nan'];1.0;-5.0;1;1;1;5;1;1;5.0;6.0
791;je400917j;"[""'CC(C)O'"", ""'CCC(C)O'"", ""'CCCC(C)O'"", ""'CCCCC(C)O'"", ""'CCCCCC(C)O'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;5;1;1;1;1;1;5.0;6.0
447;j.jct.2013.09.043;"[""'CC(C)O'"", ""'CCC(C)O'"", ""'CCCC(C)O'"", ""'CCCCC(C)O'"", ""'CCCCCC(C)O'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;5;1;1;1;1;1;5.0;6.0
893;je8006875;"[""'CCCCCC'"", ""'Cc1ccccc1'"", ""'CCCCCCCCC'"", ""'CCCCCCCCCC'"", ""'CCCCCCO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;5;1;1;1;1;1;5.0;6.0
1007;j.fluid.2010.08.024;['nan'];['nan'];['nan'];"[""'CCCCO__CC(C)OC(C)C'"", ""'CC(C)CO__CC(C)OC(C)C'"", ""'CCCCO__c1ccccc1'"", ""'c1ccccc1__CC(C)CO'"", ""'CC(C)OC(C)C__CCCCCCC'""]";['nan'];['nan'];1.0;-5.0;1;1;1;5;1;1;5.0;6.0
327;j.jct.2010.12.009;"[""'CO'"", ""'CCO'"", ""'CCCO'"", ""'CC(C)O'"", ""'CCCCO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;5;1;1;1;1;1;5.0;6.0
326;j.jct.2010.11.013;"[""'CCCCCC'"", ""'CCCCCCC'"", ""'CCCCCCCC'"", ""'CCCCCCCCC'"", ""'Cc1ccccc1'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;5;1;1;1;1;1;5.0;6.0
911;je900059e;"[""'O'"", ""'CO'"", ""'CCO'"", ""'CCCO'"", ""'CC(C)O'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;5;1;1;1;1;1;5.0;6.0
523;j.tca.2010.03.012;"[""'C1CCOCC1'"", ""'CCCCCC'"", ""'CCCCCCC'"", ""'C1CCCCC1'"", ""'c1ccccc1'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;5;1;1;1;1;1;5.0;6.0
466;j.jct.2014.01.022;"[""'CCCCCCCC'"", ""'CCCCCCCCC'"", ""'c1ccccc1'"", ""'Cc1ccccc1'"", ""'CCc1ccccc1'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;5;1;1;1;1;1;5.0;6.0
808;je5005752;"[""'CCCO'"", ""'CC(C)CO'"", ""'CCCCO'"", ""'CC(C)CCO'"", ""'CCCCCCO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;5;1;1;1;1;1;5.0;6.0
714;je200468r;"[""'CC(C)CO'"", ""'OC1CCCCC1'""]";"[""'CC(C)CO__O'"", ""'OC1CCCCC1__O'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;2;2;1;1;1;1;4.0;6.0
202;j.jct.2004.12.010;"[""'CCO'"", ""'CCCCCCCCCC'""]";['nan'];['nan'];['nan'];"[""'CCO'"", ""'CCCCCCCCCC'""]";['nan'];2.0;-4.0;2;1;1;1;2;1;4.0;6.0
465;j.jct.2014.01.020;"[""'C1CCCCC1'""]";"[""'CCCCO__C1CCCCC1'""]";['nan'];['nan'];"[""'C1CCCCC1'""]";['nan'];3.0;-3.0;1;1;1;1;1;1;3.0;6.0
205;j.jct.2005.03.006;"[""'CO'"", ""'CCc1ccccc1'""]";"[""'CO__c1ccccc1'"", ""'CO__CCc1ccccc1'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;2;2;1;1;1;1;4.0;6.0
1036;je101031j;['nan'];['nan'];['nan'];"[""'CO__CCC(C)(C)O'"", ""'CCO__CCC(C)(C)O'"", ""'CCCO__CCC(C)(C)O'"", ""'CCCCO__CCC(C)(C)O'"", ""'CCCCCO__CCC(C)(C)O'""]";['nan'];['nan'];1.0;-5.0;1;1;1;5;1;1;5.0;6.0
822;je600554h;"[""'COC(C)(C)C'"", ""'CCCCCCC'"", ""'CCCCCCCC'""]";"[""'CCCCCCC__COC(C)(C)C'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;3;1;1;1;1;1;4.0;6.0
528;j.tca.2011.05.006;"[""'CO'"", ""'CCO'"", ""'CCCO'"", ""'CCCCO'"", ""'CCCCCO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;5;1;1;1;1;1;5.0;6.0
823;je600557n;"[""'C1CCOCC1'"", ""'CC1CCCO1'""]";['nan'];['nan'];['nan'];"[""'C1CCOCC1'"", ""'CC1CCCO1'""]";['nan'];2.0;-4.0;2;1;1;1;2;1;4.0;6.0
483;j.jct.2014.09.001;"[""'CCO'"", ""'CCCO'"", ""'CC(C)O'"", ""'CCCCO'"", ""'CCC(C)O'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;5;1;1;1;1;1;5.0;6.0
345;j.jct.2011.08.016;"[""'CCCCCCC'"", ""'CCCCCCCCCC'""]";"[""'CCCCCCCCCC__CCCCCCC'"", ""'CCCCCCCC__CCCCCCCCCC'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;2;2;1;1;1;1;4.0;6.0
722;je200806n;"[""'CC(C)O'"", ""'CCC(C)O'"", ""'CCCC(C)O'"", ""'CCCCC(C)O'"", ""'CCCCCCCO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;5;1;1;1;1;1;5.0;6.0
541;j.tca.2012.12.008;"[""'CC(C)O'"", ""'CCC(C)O'"", ""'CCCC(C)O'"", ""'CCCCCCCO'"", ""'CCCCC(C)O'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;5;1;1;1;1;1;5.0;6.0
156;j.fluid.2014.07.004;"[""'COc1ccccc1'"", ""'CO'"", ""'Oc1ccccc1'""]";"[""'CO__COc1ccccc1'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;3;1;1;1;1;1;4.0;6.0
112;j.fluid.2013.05.016;"[""'CCCCCCCCC'"", ""'c1ccccc1'"", ""'CCCCCCC'"", ""'Cc1ccccc1'"", ""'Cc1ccccc1C'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;5;1;1;1;1;1;5.0;6.0
113;j.fluid.2013.06.006;"[""'CCCCCCO'"", ""'CCCCCCCO'"", ""'CCCCCO'"", ""'CCCCO'"", ""'O'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;5;1;1;1;1;1;5.0;6.0
489;j.jct.2015.01.013;"[""'CO'"", ""'CC(C)O'"", ""'C1CCCCC1'""]";['nan'];['nan'];"[""'CC(C)O__C1CCCCC1'""]";['nan'];['nan'];2.0;-4.0;3;1;1;1;1;1;4.0;6.0
353;j.jct.2011.10.027;"[""'Cc1ccccc1'"", ""'CCc1ccccc1'"", ""'Cc1ccccc1C'"", ""'Cc1cccc(C)c1'"", ""'Cc1ccc(C)cc1'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;5;1;1;1;1;1;5.0;6.0
491;j.jct.2015.02.004;"[""'CCO'"", ""'CC(C)O'"", ""'CO'"", ""'CCCCO'"", ""'COC(C)(C)C'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;5;1;1;1;1;1;5.0;6.0
725;je2009736;"[""'c1ccccc1'"", ""'Cc1ccccc1'"", ""'Cc1ccccc1C'"", ""'Cc1cccc(C)c1'"", ""'Cc1ccc(C)cc1'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;5;1;1;1;1;1;5.0;6.0
360;j.jct.2012.01.013;"[""'CO'"", ""'CCO'"", ""'CCCO'"", ""'CCCCO'"", ""'O'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;5;1;1;1;1;1;5.0;6.0
255;j.jct.2007.05.004;"[""'CO'"", ""'CCO'""]";"[""'CO__O'"", ""'CCO__O'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;2;2;1;1;1;1;4.0;6.0
257;j.jct.2007.05.010;"[""'OCCO'"", ""'CC(O)CO'""]";"[""'OCCO__O'"", ""'CC(O)CO__O'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;2;2;1;1;1;1;4.0;6.0
509;j.jct.2015.09.010;"[""'CO'"", ""'CCO'"", ""'CCCO'"", ""'CC(C)O'"", ""'CCCCO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;5;1;1;1;1;1;5.0;6.0
270;j.jct.2008.01.002;"[""'CC(C)OC(C)C'"", ""'CCCO'"", ""'CCCOCCC'"", ""'CC(C)O'"", ""'O'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;5;1;1;1;1;1;5.0;6.0
759;je300827f;['nan'];"[""'CC(C)O__OCCOCCO'"", ""'CCC(C)O__OCCOCCO'"", ""'OCCOCCO__CCCC(C)O'"", ""'OCCOCCO__CCCCC(C)O'"", ""'OCCOCCO__CCCCCCCO'""]";['nan'];['nan'];['nan'];['nan'];1.0;-5.0;1;5;1;1;1;1;5.0;6.0
651;je1001544;"[""'CCCCCC'"", ""'CCCCCCCCC'"", ""'c1ccccc1'"", ""'CCCCCCC'"", ""'CCCCCCCC'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;5;1;1;1;1;1;5.0;6.0
363;j.jct.2012.02.007;"[""'CCCO'"", ""'CC(C)O'"", ""'CCCCO'"", ""'CCC(C)O'"", ""'CCCCCO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;5;1;1;1;1;1;5.0;6.0
571;je0498053;"[""'CCCCC(C)O'"", ""'CCCC(O)CC'"", ""'CCCC(C)CO'"", ""'CCCC(C)(C)O'"", ""'CC(C)CC(C)O'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;5;1;1;1;1;1;5.0;6.0
915;je900194v;"[""'c1ccccc1'"", ""'Cc1ccccc1'"", ""'Cc1ccccc1C'"", ""'Cc1cccc(C)c1'"", ""'Cc1ccc(C)cc1'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;5;1;1;1;1;1;5.0;6.0
160;j.fluid.2014.08.002;"[""'CC1(C)OCCO1'"", ""'CCCCCCC'"", ""'Cc1ccccc1'"", ""'CCO'"", ""'O'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;5;1;1;1;1;1;5.0;6.0
250;j.jct.2007.01.015;['nan'];"[""'COCCOC__O'"", ""'CCOCOCC__O'"", ""'CCOCCOCC__O'"", ""'COCCOCCOC__O'"", ""'COCCOCCO__O'""]";['nan'];['nan'];['nan'];['nan'];1.0;-5.0;1;5;1;1;1;1;5.0;6.0
358;j.jct.2012.01.003;"[""'CCC(C)O'"", ""'CCCCCCO'"", ""'CCCCCCCO'"", ""'CCCCCCCCO'"", ""'O'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;5;1;1;1;1;1;5.0;6.0
758;je300826t;"[""'C1CCCCC1'"", ""'CC1CCCCC1'"", ""'C1CCCCCCC1'"", ""'c1ccccc1'"", ""'CCc1ccccc1'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;5;1;1;1;1;1;5.0;6.0
401;j.jct.2012.11.005;"[""'C1CCCCC1'"", ""'CO'"", ""'CCO'"", ""'CCCCO'"", ""'CC(C)OC(C)C'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;5;1;1;1;1;1;5.0;6.0
434;j.jct.2013.08.013;"[""'CCCO'"", ""'CCCCO'"", ""'CCCCCO'"", ""'CCCCCCO'"", ""'CCCCCCCO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;5;1;1;1;1;1;5.0;6.0
136;j.fluid.2013.11.031;"[""'CCCO'""]";"[""'CCCO__CCCCOCCCC'"", ""'CCCCCCO__CCCCOCCCC'"", ""'CC(C)O__CCCCOCCCC'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;1;3;1;1;1;1;4.0;6.0
752;je300696c;"[""'CCCCCCCO'"", ""'CO'"", ""'CCO'"", ""'CCCO'"", ""'CC(C)(C)O'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;5;1;1;1;1;1;5.0;6.0
384;j.jct.2012.07.006;"[""'CCCCCCC'"", ""'CCCCCCCC'"", ""'CCCCCCCCCC'"", ""'C1CCCCC1'"", ""'Cc1ccccc1'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;5;1;1;1;1;1;5.0;6.0
46;j.fluid.2008.02.005;"[""'CCCCCCCO'"", ""'CO'"", ""'CCCO'"", ""'CCCCCO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;4;1;1;1;1;1;4.0;5.0
39;j.fluid.2007.08.008;"[""'CCCOCCC'"", ""'CCCO'"", ""'O'"", ""'OCCO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;4;1;1;1;1;1;4.0;5.0
41;j.fluid.2007.09.028;"[""'CCCO'"", ""'CCCCO'"", ""'CCCCCO'"", ""'CC(C)(C)O'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;4;1;1;1;1;1;4.0;5.0
59;j.fluid.2008.09.005;"[""'CCCO'"", ""'c1ccccc1'""]";"[""'CCCO__c1ccccc1'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;2;1;1;1;1;1;3.0;5.0
830;je700094y;"[""'CCO'"", ""'CC(C)CC(C)(C)C'""]";"[""'CCO__CC(C)CC(C)(C)C'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;2;1;1;1;1;1;3.0;5.0
426;j.jct.2013.05.051;"[""'CCCCCCCO'"", ""'CCCCCCC'""]";"[""'CCCCCCCO__CCCCCCC'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;2;1;1;1;1;1;3.0;5.0
44;j.fluid.2008.01.007;"[""'c1ccccc1'"", ""'Cc1ccccc1'"", ""'Cc1cccc(C)c1'"", ""'CCCCCCCCC'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;4;1;1;1;1;1;4.0;5.0
1014;j.jct.2005.06.018;['nan'];['nan'];['nan'];"[""'CC(O)CO__O'"", ""'OCCCO__O'"", ""'OCCCCO__O'"", ""'CCO__O'""]";['nan'];['nan'];1.0;-5.0;1;1;1;4;1;1;4.0;5.0
845;je700294p;"[""'CO'"", ""'CCO'"", ""'CCCO'"", ""'CCCCO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;4;1;1;1;1;1;4.0;5.0
269;j.jct.2007.11.009;"[""'CCCCCCCC'"", ""'c1ccccc1'""]";"[""'c1ccccc1__CCCCCCCC'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;2;1;1;1;1;1;3.0;5.0
271;j.jct.2008.01.008;"[""'CO'"", ""'CCCO'"", ""'CCCCCO'"", ""'CCCCCCCO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;4;1;1;1;1;1;4.0;5.0
272;j.jct.2008.01.015;"[""'CO'"", ""'CCCO'"", ""'CCCCCO'"", ""'CCCCCCCO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;4;1;1;1;1;1;4.0;5.0
287;j.jct.2008.09.018;"[""'OCCO'"", ""'CCCCCCCCCO'""]";"[""'OCCO__CCCCCCCCCO'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;2;1;1;1;1;1;3.0;5.0
274;j.jct.2008.01.022;"[""'CC(O)CO'"", ""'CCC(O)CO'"", ""'CCCC(O)CO'"", ""'CCCCC(O)CO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;4;1;1;1;1;1;4.0;5.0
730;je201130h;"[""'O'"", ""'Cc1ccccc1'"", ""'Cc1ccccc1C'"", ""'Cc1ccc(C)cc1'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;4;1;1;1;1;1;4.0;5.0
729;je201116t;"[""'CO'"", ""'CCO'"", ""'CCCO'"", ""'CCCCO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;4;1;1;1;1;1;4.0;5.0
282;j.jct.2008.07.005;"[""'CCCO'"", ""'CC(O)CO'"", ""'OCCCO'"", ""'OCC(O)CO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;4;1;1;1;1;1;4.0;5.0
732;je201140q;"[""'CCO'"", ""'C1CCOCC1'""]";"[""'CCO__C1CCOCC1'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;2;1;1;1;1;1;3.0;5.0
546;j.tca.2013.07.012;"[""'OCC(O)CO'"", ""'O'""]";"[""'OCC(O)CO__O'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;2;1;1;1;1;1;3.0;5.0
727;je201010s;"[""'CC(C)O'"", ""'O'""]";"[""'CC(C)O__O'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;2;1;1;1;1;1;3.0;5.0
299;j.jct.2009.06.006;"[""'CCC(O)CO'"", ""'CC(O)CCO'"", ""'OCCCCO'"", ""'CC(O)C(C)O'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;4;1;1;1;1;1;4.0;5.0
24;j.fluid.2006.06.017;"[""'CCCO'"", ""'CCCCO'"", ""'CCCOCCC'"", ""'CCCCOCCCC'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;4;1;1;1;1;1;4.0;5.0
301;j.jct.2009.06.016;"[""'CCCOCC(C)O'"", ""'O'""]";"[""'CCCOCC(C)O__O'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;2;1;1;1;1;1;3.0;5.0
1055;j.jct.2014.07.023;['nan'];['nan'];['nan'];['nan'];"[""'CO'"", ""'CCC(O)CO'"", ""'CC(O)CCO'"", ""'OCCCCO'""]";['nan'];1.0;-5.0;1;1;1;1;4;1;4.0;5.0
346;j.jct.2011.08.028;"[""'CO'"", ""'CCO'"", ""'CCCO'"", ""'CC(C)O'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;4;1;1;1;1;1;4.0;5.0
17;cs.jced.5b00838;"[""'CCCCOCCCC'"", ""'CCCCOCC(C)C'"", ""'CCCCCCOCC'"", ""'CCCCCOCCC'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;4;1;1;1;1;1;4.0;5.0
14;cs.jced.5b00662;"[""'OCCO'"", ""'OCCOCCO'"", ""'OCCOCCOCCO'"", ""'CCOCCO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;4;1;1;1;1;1;4.0;5.0
751;je300683r;"[""'CC(C)CO'"", ""'CC(C)CCO'"", ""'O'"", ""'CCO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;4;1;1;1;1;1;4.0;5.0
753;je300733a;"[""'CCCO'"", ""'CC(C)O'"", ""'CC(C)CO'"", ""'CCC(C)O'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;4;1;1;1;1;1;4.0;5.0
11;cs.jced.5b00527;"[""'CC(C)OC(C)C'"", ""'CO'"", ""'CCCCO'"", ""'O'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;4;1;1;1;1;1;4.0;5.0
780;je400512u;"[""'CCCCCCCO'"", ""'C1COCCO1'""]";"[""'CCCCCCCO__C1COCCO1'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;2;1;1;1;1;1;3.0;5.0
777;je400487e;"[""'CCCCCCCCCC'"", ""'CC1CCCCC1'"", ""'C1CCCCCCC1'"", ""'CC(C)CC(C)(C)C'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;4;1;1;1;1;1;4.0;5.0
399;j.jct.2012.10.008;"[""'CO'"", ""'CCO'"", ""'CCCO'"", ""'CCCCO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;4;1;1;1;1;1;4.0;5.0
424;j.jct.2013.05.040;"[""'CC(C)O'""]";"[""'CC(C)O__C'"", ""'CC(C)O__CC'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;1;2;1;1;1;1;3.0;5.0
397;j.jct.2012.09.027;"[""'CCCCCCO'"", ""'CCC(CC)CO'""]";['nan'];['nan'];['nan'];"[""'CCC(CC)CO'""]";['nan'];2.0;-4.0;2;1;1;1;1;1;3.0;5.0
396;j.jct.2012.09.026;"[""'CC(C)(C)O'"", ""'O'""]";"[""'CC(C)(C)O__O'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;2;1;1;1;1;1;3.0;5.0
1057;j.tca.2009.01.008;['nan'];['nan'];['nan'];['nan'];"[""'OCCOCCO'"", ""'OCCOCCOCCO'"", ""'CC(O)CO'"", ""'OCCCOCCCO'""]";['nan'];1.0;-5.0;1;1;1;1;4;1;4.0;5.0
372;j.jct.2012.04.011;"[""'C1CCCCC1'"", ""'CC1CCCCC1'"", ""'Cc1ccccc1'"", ""'O'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;4;1;1;1;1;1;4.0;5.0
570;je049793;"[""'CC(C)c1ccccc1'"", ""'Cc1ccccc1C'"", ""'Cc1cccc(C)c1'"", ""'Cc1ccc(C)cc1'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;4;1;1;1;1;1;4.0;5.0
393;j.jct.2012.08.030;"[""'CO'"", ""'CCCO'"", ""'CC(C)O'"", ""'CCCCO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;4;1;1;1;1;1;4.0;5.0
755;je300789a;"[""'COCC(C)O'"", ""'CCOCC(C)O'"", ""'CCCOCC(C)O'"", ""'CCCCOC(C)CO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;4;1;1;1;1;1;4.0;5.0
383;j.jct.2012.06.031;"[""'CCCO'"", ""'CC(O)CO'"", ""'OCCCO'"", ""'OCC(O)CO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;4;1;1;1;1;1;4.0;5.0
583;je050200w;"[""'CCCCCCCCO'"", ""'CCCCCCCCCO'""]";"[""'CCCCCCCCO__CCCCCCCCCO'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;2;1;1;1;1;1;3.0;5.0
746;je300631s;"[""'CCCCCC'"", ""'Cc1oc(C)cc1'""]";"[""'CCCCCC__Cc1oc(C)cc1'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;2;1;1;1;1;1;3.0;5.0
793;je400968v;"[""'CCO'"", ""'CCCO'"", ""'CCCCO'"", ""'O'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;4;1;1;1;1;1;4.0;5.0
794;je401020e;"[""'OCCO'"", ""'OCCCCO'"", ""'OCCOCCO'"", ""'OCCOCCOCCO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;4;1;1;1;1;1;4.0;5.0
304;j.jct.2009.08.016;"[""'CCO'"", ""'CCCCO'"", ""'CCCCCO'"", ""'CCCO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;4;1;1;1;1;1;4.0;5.0
1029;je060026r;['nan'];['nan'];['nan'];"[""'COCC(C)O__C1CCCCC1'"", ""'c1ccccc1__COCC(C)O'"", ""'c1ccccc1__CCCCOCCO'"", ""'C1CCCCC1__CCCCOCCO'""]";['nan'];['nan'];1.0;-5.0;1;1;1;4;1;1;4.0;5.0
741;je300146k;"[""'CCCCCCC'"", ""'CCCCCCCC'"", ""'CCCCCCCCCC'"", ""'OCc1ccccc1'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;4;1;1;1;1;1;4.0;5.0
1030;je0603574;['nan'];['nan'];['nan'];"[""'CO__COC'"", ""'CCO__COC'"", ""'CCCO__COC'"", ""'CCCCO__COC'""]";['nan'];['nan'];1.0;-5.0;1;1;1;4;1;1;4.0;5.0
