,filename,components,smiles,"Temperature, K","Pressure, kPa","Mass density, kg/m3","Mass density, kg/m3_std","Speed of sound, m/s","Speed of sound, m/s_std",Relative permittivity at zero frequency,Relative permittivity at zero frequency_std,"Specific heat capacity at constant pressure, J/K/kg","Specific heat capacity at constant pressure, J/K/kg_std","Molar heat capacity at constant pressure, J/K/mol","Molar heat capacity at constant pressure, J/K/mol_std","Molar heat capacity at constant volume, J/K/mol","Molar heat capacity at constant volume, J/K/mol_std","Molar volume, m3/mol","Molar volume, m3/mol_std"
14039,j.jct.2004.10.001,ethanol,CCO,318.16,60940.0,,,1388.87,,,,,,,,,,,
14040,j.jct.2004.10.001,ethanol,CCO,318.16,60520.0,,,1387.27,,,,,,,,,,,
14041,j.jct.2004.10.001,ethanol,CCO,318.17,45790.0,,,1325.92,,,,,,,,,,,
14042,j.jct.2004.10.001,ethanol,CCO,318.17,45400.0,,,1324.25,,,,,,,,,,,
14043,j.jct.2004.10.001,ethanol,CCO,318.15,30510.0,,,1255.57,,,,,,,,,,,
14044,j.jct.2004.10.001,ethanol,CCO,318.15,30270.0,,,1254.36,,,,,,,,,,,
14045,j.jct.2004.10.001,ethanol,CCO,318.19,15320.0,,,1176.04,,,,,,,,,,,
14046,j.jct.2004.10.001,ethanol,CCO,318.19,15070.0,,,1174.65,,,,,,,,,,,
14047,j.jct.2004.10.001,heptane,CCCCCCC,298.15,101.325,679.66,,,,,,,,,,,,,
14048,j.jct.2004.10.001,heptane,CCCCCCC,293.07,101.3,,,1152.51,,,,,,,,,,,
14049,j.jct.2004.10.001,heptane,CCCCCCC,298.04,101.3,,,1130.92,,,,,,,,,,,
14050,j.jct.2004.10.001,heptane,CCCCCCC,303.12,101.3,,,1109.04,,,,,,,,,,,
14051,j.jct.2004.10.001,heptane,CCCCCCC,308.2,101.3,,,1087.16,,,,,,,,,,,
14052,j.jct.2004.10.001,heptane,CCCCCCC,313.16,101.3,,,1066.04,,,,,,,,,,,
14053,j.jct.2004.10.001,heptane,CCCCCCC,318.22,101.3,,,1044.52,,,,,,,,,,,
14054,j.jct.2004.10.001,heptane,CCCCCCC,293.32,92070.0,,,1605.28,,,,,,,,,,,
14055,j.jct.2004.10.001,heptane,CCCCCCC,293.32,91080.0,,,1601.93,,,,,,,,,,,
14056,j.jct.2004.10.001,heptane,CCCCCCC,293.35,76010.0,,,1544.87,,,,,,,,,,,
14057,j.jct.2004.10.001,heptane,CCCCCCC,293.34,75970.0,,,1544.66,,,,,,,,,,,
14058,j.jct.2004.10.001,heptane,CCCCCCC,293.26,60830.0,,,1483.64,,,,,,,,,,,
14059,j.jct.2004.10.001,heptane,CCCCCCC,293.26,60770.0,,,1483.38,,,,,,,,,,,
14060,j.jct.2004.10.001,heptane,CCCCCCC,293.27,45620.0,,,1415.72,,,,,,,,,,,
14061,j.jct.2004.10.001,heptane,CCCCCCC,293.27,45570.0,,,1415.53,,,,,,,,,,,
14062,j.jct.2004.10.001,heptane,CCCCCCC,293.26,30470.0,,,1340.95,,,,,,,,,,,
14063,j.jct.2004.10.001,heptane,CCCCCCC,293.21,30380.0,,,1340.39,,,,,,,,,,,
14064,j.jct.2004.10.001,heptane,CCCCCCC,293.18,15260.0,,,1256.48,,,,,,,,,,,
14065,j.jct.2004.10.001,heptane,CCCCCCC,293.18,15180.0,,,1256.01,,,,,,,,,,,
14066,j.jct.2004.10.001,heptane,CCCCCCC,298.17,91140.0,,,1588.27,,,,,,,,,,,
14067,j.jct.2004.10.001,heptane,CCCCCCC,298.17,91220.0,,,1588.55,,,,,,,,,,,
14068,j.jct.2004.10.001,heptane,CCCCCCC,298.1,76030.0,,,1531.02,,,,,,,,,,,
14069,j.jct.2004.10.001,heptane,CCCCCCC,298.1,75940.0,,,1530.75,,,,,,,,,,,
14070,j.jct.2004.10.001,heptane,CCCCCCC,298.09,60810.0,,,1467.91,,,,,,,,,,,
14071,j.jct.2004.10.001,heptane,CCCCCCC,298.09,60740.0,,,1467.68,,,,,,,,,,,
14072,j.jct.2004.10.001,heptane,CCCCCCC,298.09,46100.0,,,1402.12,,,,,,,,,,,
14073,j.jct.2004.10.001,heptane,CCCCCCC,298.09,45560.0,,,1399.44,,,,,,,,,,,
14074,j.jct.2004.10.001,heptane,CCCCCCC,298.09,30560.0,,,1324.46,,,,,,,,,,,
14075,j.jct.2004.10.001,heptane,CCCCCCC,298.09,30350.0,,,1323.18,,,,,,,,,,,
14076,j.jct.2004.10.001,heptane,CCCCCCC,298.1,15250.0,,,1237.64,,,,,,,,,,,
14077,j.jct.2004.10.001,heptane,CCCCCCC,298.1,15160.0,,,1236.9,,,,,,,,,,,
14078,j.jct.2004.10.001,heptane,CCCCCCC,298.13,91220.0,,,1588.59,,,,,,,,,,,
14079,j.jct.2004.10.001,heptane,CCCCCCC,298.13,91130.0,,,1588.35,,,,,,,,,,,
14080,j.jct.2004.10.001,heptane,CCCCCCC,298.19,76040.0,,,1530.73,,,,,,,,,,,
14081,j.jct.2004.10.001,heptane,CCCCCCC,298.19,75920.0,,,1530.25,,,,,,,,,,,
14082,j.jct.2004.10.001,heptane,CCCCCCC,298.18,60840.0,,,1467.96,,,,,,,,,,,
14083,j.jct.2004.10.001,heptane,CCCCCCC,298.18,60700.0,,,1467.43,,,,,,,,,,,
14084,j.jct.2004.10.001,heptane,CCCCCCC,298.26,45630.0,,,1398.96,,,,,,,,,,,
14085,j.jct.2004.10.001,heptane,CCCCCCC,298.26,45470.0,,,1398.25,,,,,,,,,,,
14086,j.jct.2004.10.001,heptane,CCCCCCC,298.26,30610.0,,,1323.95,,,,,,,,,,,
14087,j.jct.2004.10.001,heptane,CCCCCCC,298.26,30320.0,,,1322.55,,,,,,,,,,,
14088,j.jct.2004.10.001,heptane,CCCCCCC,298.28,15280.0,,,1236.62,,,,,,,,,,,
14089,j.jct.2004.10.001,heptane,CCCCCCC,298.28,15140.0,,,1235.81,,,,,,,,,,,
14090,j.jct.2004.10.001,heptane,CCCCCCC,303.35,91230.0,,,1574.35,,,,,,,,,,,
14091,j.jct.2004.10.001,heptane,CCCCCCC,303.35,91130.0,,,1574.09,,,,,,,,,,,
14092,j.jct.2004.10.001,heptane,CCCCCCC,303.35,76020.0,,,1515.95,,,,,,,,,,,
14093,j.jct.2004.10.001,heptane,CCCCCCC,303.35,75920.0,,,1515.34,,,,,,,,,,,
14094,j.jct.2004.10.001,heptane,CCCCCCC,303.33,60850.0,,,1452.64,,,,,,,,,,,
14095,j.jct.2004.10.001,heptane,CCCCCCC,303.33,60750.0,,,1452.31,,,,,,,,,,,
14096,j.jct.2004.10.001,heptane,CCCCCCC,303.32,45630.0,,,1382.7,,,,,,,,,,,
14097,j.jct.2004.10.001,heptane,CCCCCCC,303.32,45480.0,,,1382.07,,,,,,,,,,,
14098,j.jct.2004.10.001,heptane,CCCCCCC,303.31,30450.0,,,1305.64,,,,,,,,,,,
14099,j.jct.2004.10.001,heptane,CCCCCCC,303.31,30370.0,,,1305.31,,,,,,,,,,,
14100,j.jct.2004.10.001,heptane,CCCCCCC,303.27,15250.0,,,1217.67,,,,,,,,,,,
14101,j.jct.2004.10.001,heptane,CCCCCCC,303.27,15140.0,,,1217.15,,,,,,,,,,,
14102,j.jct.2004.10.001,heptane,CCCCCCC,308.11,91530.0,,,1562.0,,,,,,,,,,,
14103,j.jct.2004.10.001,heptane,CCCCCCC,308.11,91130.0,,,1560.56,,,,,,,,,,,
14104,j.jct.2004.10.001,heptane,CCCCCCC,308.16,76100.0,,,1502.05,,,,,,,,,,,
14105,j.jct.2004.10.001,heptane,CCCCCCC,308.16,75920.0,,,1501.36,,,,,,,,,,,
14106,j.jct.2004.10.001,heptane,CCCCCCC,308.16,60860.0,,,1437.73,,,,,,,,,,,
14107,j.jct.2004.10.001,heptane,CCCCCCC,308.16,60730.0,,,1437.21,,,,,,,,,,,
14108,j.jct.2004.10.001,heptane,CCCCCCC,308.09,45650.0,,,1367.45,,,,,,,,,,,
14109,j.jct.2004.10.001,heptane,CCCCCCC,308.09,45550.0,,,1367.04,,,,,,,,,,,
14110,j.jct.2004.10.001,heptane,CCCCCCC,308.15,30510.0,,,1289.2,,,,,,,,,,,
14111,j.jct.2004.10.001,heptane,CCCCCCC,308.15,30350.0,,,1288.43,,,,,,,,,,,
14112,j.jct.2004.10.001,heptane,CCCCCCC,308.18,15270.0,,,1199.24,,,,,,,,,,,
14113,j.jct.2004.10.001,heptane,CCCCCCC,308.18,15130.0,,,1198.46,,,,,,,,,,,
14114,j.jct.2004.10.001,heptane,CCCCCCC,313.07,91230.0,,,1547.5,,,,,,,,,,,
14115,j.jct.2004.10.001,heptane,CCCCCCC,313.07,91130.0,,,1547.28,,,,,,,,,,,
14116,j.jct.2004.10.001,heptane,CCCCCCC,313.12,76040.0,,,1487.83,,,,,,,,,,,
14117,j.jct.2004.10.001,heptane,CCCCCCC,313.12,75980.0,,,1487.72,,,,,,,,,,,
14118,j.jct.2004.10.001,heptane,CCCCCCC,313.09,60810.0,,,1422.98,,,,,,,,,,,
14119,j.jct.2004.10.001,heptane,CCCCCCC,313.08,60770.0,,,1422.79,,,,,,,,,,,
14120,j.jct.2004.10.001,heptane,CCCCCCC,313.11,45610.0,,,1351.5,,,,,,,,,,,
14121,j.jct.2004.10.001,heptane,CCCCCCC,313.14,45520.0,,,1351.08,,,,,,,,,,,
14122,j.jct.2004.10.001,heptane,CCCCCCC,313.13,30420.0,,,1272.06,,,,,,,,,,,
14123,j.jct.2004.10.001,heptane,CCCCCCC,313.13,30360.0,,,1271.71,,,,,,,,,,,
14124,j.jct.2004.10.001,heptane,CCCCCCC,313.14,15230.0,,,1181.07,,,,,,,,,,,
14125,j.jct.2004.10.001,heptane,CCCCCCC,313.14,15140.0,,,1180.52,,,,,,,,,,,
14126,j.jct.2004.10.001,heptane,CCCCCCC,318.21,91260.0,,,1533.82,,,,,,,,,,,
14127,j.jct.2004.10.001,heptane,CCCCCCC,318.21,91120.0,,,1533.3,,,,,,,,,,,
14128,j.jct.2004.10.001,heptane,CCCCCCC,318.19,76180.0,,,1474.16,,,,,,,,,,,
14129,j.jct.2004.10.001,heptane,CCCCCCC,318.19,75830.0,,,1472.86,,,,,,,,,,,
14130,j.jct.2004.10.001,heptane,CCCCCCC,318.19,60850.0,,,1408.33,,,,,,,,,,,
14131,j.jct.2004.10.001,heptane,CCCCCCC,318.19,60720.0,,,1407.69,,,,,,,,,,,
14132,j.jct.2004.10.001,heptane,CCCCCCC,318.19,45660.0,,,1335.35,,,,,,,,,,,
14133,j.jct.2004.10.001,heptane,CCCCCCC,318.19,45540.0,,,1334.79,,,,,,,,,,,
14134,j.jct.2004.10.001,heptane,CCCCCCC,318.18,30500.0,,,1255.67,,,,,,,,,,,
14135,j.jct.2004.10.001,heptane,CCCCCCC,318.18,30290.0,,,1254.11,,,,,,,,,,,
14136,j.jct.2004.10.001,heptane,CCCCCCC,318.18,15350.0,,,1163.34,,,,,,,,,,,
14137,j.jct.2004.10.001,heptane,CCCCCCC,318.18,15060.0,,,1161.26,,,,,,,,,,,
15411,j.jct.2004.10.011,toluene,Cc1ccccc1,298.15,2130.0,863.6,0.1,,,,,,,,,,,,
15412,j.jct.2004.10.011,toluene,Cc1ccccc1,298.15,4150.0,865.2,0.1,,,,,,,,,,,,
15413,j.jct.2004.10.011,toluene,Cc1ccccc1,298.15,6180.0,866.7,0.1,,,,,,,,,,,,
15414,j.jct.2004.10.011,toluene,Cc1ccccc1,298.15,8210.0,868.2,0.1,,,,,,,,,,,,
15415,j.jct.2004.10.011,toluene,Cc1ccccc1,298.15,10230.0,869.6,0.1,,,,,,,,,,,,
15416,j.jct.2004.10.011,toluene,Cc1ccccc1,298.15,11250.0,870.4,0.1,,,,,,,,,,,,
15417,j.jct.2004.10.011,toluene,Cc1ccccc1,298.15,12260.0,871.1,0.1,,,,,,,,,,,,
15418,j.jct.2004.10.011,toluene,Cc1ccccc1,298.15,14290.0,872.5,0.1,,,,,,,,,,,,
15419,j.jct.2004.10.011,toluene,Cc1ccccc1,298.15,16310.0,873.9,0.1,,,,,,,,,,,,
15420,j.jct.2004.10.011,toluene,Cc1ccccc1,298.15,18340.0,875.3,0.1,,,,,,,,,,,,
15421,j.jct.2004.10.011,toluene,Cc1ccccc1,298.15,20370.0,876.7,0.1,,,,,,,,,,,,
15422,j.jct.2004.10.011,toluene,Cc1ccccc1,298.15,22390.0,878.0,0.1,,,,,,,,,,,,
15423,j.jct.2004.10.011,toluene,Cc1ccccc1,298.15,24420.0,879.3,0.1,,,,,,,,,,,,
15424,j.jct.2004.10.011,toluene,Cc1ccccc1,298.15,26450.0,880.6,0.1,,,,,,,,,,,,
15425,j.jct.2004.10.011,toluene,Cc1ccccc1,298.15,28470.0,881.9,0.1,,,,,,,,,,,,
15426,j.jct.2004.10.011,toluene,Cc1ccccc1,298.15,29490.0,882.5,0.1,,,,,,,,,,,,
15427,j.jct.2004.10.011,toluene,Cc1ccccc1,298.15,30500.0,883.2,0.1,,,,,,,,,,,,
15428,j.jct.2004.10.011,toluene,Cc1ccccc1,298.15,32530.0,884.4,0.1,,,,,,,,,,,,
15429,j.jct.2004.10.011,toluene,Cc1ccccc1,298.15,34550.0,885.6,0.1,,,,,,,,,,,,
15430,j.jct.2004.10.011,toluene,Cc1ccccc1,298.15,36580.0,886.8,0.1,,,,,,,,,,,,
15431,j.jct.2004.10.011,toluene,Cc1ccccc1,298.15,38600.0,888.0,0.1,,,,,,,,,,,,
15432,j.jct.2004.10.011,toluene,Cc1ccccc1,298.15,39620.0,888.6,0.1,,,,,,,,,,,,
15434,j.jct.2004.10.011,toluene,Cc1ccccc1,308.15,2130.0,854.5,0.1,,,,,,,,,,,,
15435,j.jct.2004.10.011,toluene,Cc1ccccc1,308.15,4150.0,856.2,0.1,,,,,,,,,,,,
15436,j.jct.2004.10.011,toluene,Cc1ccccc1,308.15,6180.0,857.8,0.1,,,,,,,,,,,,
15437,j.jct.2004.10.011,toluene,Cc1ccccc1,308.15,8210.0,859.3,0.1,,,,,,,,,,,,
15438,j.jct.2004.10.011,toluene,Cc1ccccc1,308.15,10230.0,860.9,0.1,,,,,,,,,,,,
15439,j.jct.2004.10.011,toluene,Cc1ccccc1,308.15,11250.0,861.7,0.1,,,,,,,,,,,,
15440,j.jct.2004.10.011,toluene,Cc1ccccc1,308.15,12260.0,862.4,0.1,,,,,,,,,,,,
15441,j.jct.2004.10.011,toluene,Cc1ccccc1,308.15,14290.0,863.9,0.1,,,,,,,,,,,,
15442,j.jct.2004.10.011,toluene,Cc1ccccc1,308.15,16310.0,865.4,0.1,,,,,,,,,,,,
15443,j.jct.2004.10.011,toluene,Cc1ccccc1,308.15,18340.0,866.8,0.1,,,,,,,,,,,,
15444,j.jct.2004.10.011,toluene,Cc1ccccc1,308.15,20370.0,868.2,0.1,,,,,,,,,,,,
15445,j.jct.2004.10.011,toluene,Cc1ccccc1,308.15,22390.0,869.6,0.1,,,,,,,,,,,,
15446,j.jct.2004.10.011,toluene,Cc1ccccc1,308.15,24420.0,871.0,0.1,,,,,,,,,,,,
15447,j.jct.2004.10.011,toluene,Cc1ccccc1,308.15,26450.0,872.4,0.1,,,,,,,,,,,,
15448,j.jct.2004.10.011,toluene,Cc1ccccc1,308.15,28470.0,873.8,0.1,,,,,,,,,,,,
15449,j.jct.2004.10.011,toluene,Cc1ccccc1,308.15,29490.0,874.4,0.1,,,,,,,,,,,,
15450,j.jct.2004.10.011,toluene,Cc1ccccc1,308.15,30500.0,875.0,0.1,,,,,,,,,,,,
15451,j.jct.2004.10.011,toluene,Cc1ccccc1,308.15,32530.0,876.3,0.1,,,,,,,,,,,,
15452,j.jct.2004.10.011,toluene,Cc1ccccc1,308.15,34550.0,877.6,0.1,,,,,,,,,,,,
15453,j.jct.2004.10.011,toluene,Cc1ccccc1,308.15,36580.0,878.9,0.1,,,,,,,,,,,,
15454,j.jct.2004.10.011,toluene,Cc1ccccc1,308.15,38600.0,880.1,0.1,,,,,,,,,,,,
15455,j.jct.2004.10.011,toluene,Cc1ccccc1,308.15,39620.0,880.7,0.1,,,,,,,,,,,,
15457,j.jct.2004.10.011,toluene,Cc1ccccc1,318.15,2130.0,845.6,0.1,,,,,,,,,,,,
15458,j.jct.2004.10.011,toluene,Cc1ccccc1,318.15,4150.0,847.3,0.1,,,,,,,,,,,,
15459,j.jct.2004.10.011,toluene,Cc1ccccc1,318.15,6180.0,849.0,0.1,,,,,,,,,,,,
15460,j.jct.2004.10.011,toluene,Cc1ccccc1,318.15,8210.0,850.6,0.1,,,,,,,,,,,,
15461,j.jct.2004.10.011,toluene,Cc1ccccc1,318.15,10230.0,852.3,0.1,,,,,,,,,,,,
15462,j.jct.2004.10.011,toluene,Cc1ccccc1,318.15,11250.0,853.1,0.1,,,,,,,,,,,,
15463,j.jct.2004.10.011,toluene,Cc1ccccc1,318.15,12260.0,853.9,0.1,,,,,,,,,,,,
15464,j.jct.2004.10.011,toluene,Cc1ccccc1,318.15,14290.0,855.4,0.1,,,,,,,,,,,,
15465,j.jct.2004.10.011,toluene,Cc1ccccc1,318.15,16310.0,857.0,0.1,,,,,,,,,,,,
15466,j.jct.2004.10.011,toluene,Cc1ccccc1,318.15,18340.0,858.5,0.1,,,,,,,,,,,,
15467,j.jct.2004.10.011,toluene,Cc1ccccc1,318.15,20370.0,860.0,0.1,,,,,,,,,,,,
15468,j.jct.2004.10.011,toluene,Cc1ccccc1,318.15,22390.0,861.5,0.1,,,,,,,,,,,,
15469,j.jct.2004.10.011,toluene,Cc1ccccc1,318.15,24420.0,862.9,0.1,,,,,,,,,,,,
15470,j.jct.2004.10.011,toluene,Cc1ccccc1,318.15,26450.0,864.4,0.1,,,,,,,,,,,,
15471,j.jct.2004.10.011,toluene,Cc1ccccc1,318.15,28470.0,865.8,0.1,,,,,,,,,,,,
15472,j.jct.2004.10.011,toluene,Cc1ccccc1,318.15,29490.0,866.5,0.1,,,,,,,,,,,,
15473,j.jct.2004.10.011,toluene,Cc1ccccc1,318.15,30500.0,867.2,0.1,,,,,,,,,,,,
15474,j.jct.2004.10.011,toluene,Cc1ccccc1,318.15,32530.0,868.5,0.1,,,,,,,,,,,,
15475,j.jct.2004.10.011,toluene,Cc1ccccc1,318.15,34550.0,869.9,0.1,,,,,,,,,,,,
15476,j.jct.2004.10.011,toluene,Cc1ccccc1,318.15,36580.0,871.2,0.1,,,,,,,,,,,,
15477,j.jct.2004.10.011,toluene,Cc1ccccc1,318.15,38600.0,872.5,0.1,,,,,,,,,,,,
15478,j.jct.2004.10.011,toluene,Cc1ccccc1,318.15,39620.0,873.2,0.1,,,,,,,,,,,,
15480,j.jct.2004.10.011,toluene,Cc1ccccc1,328.15,2130.0,836.5,0.1,,,,,,,,,,,,
15481,j.jct.2004.10.011,toluene,Cc1ccccc1,328.15,4150.0,838.3,0.1,,,,,,,,,,,,
15482,j.jct.2004.10.011,toluene,Cc1ccccc1,328.15,6180.0,840.1,0.1,,,,,,,,,,,,
15483,j.jct.2004.10.011,toluene,Cc1ccccc1,328.15,8210.0,841.8,0.1,,,,,,,,,,,,
15484,j.jct.2004.10.011,toluene,Cc1ccccc1,328.15,10230.0,843.5,0.1,,,,,,,,,,,,
15485,j.jct.2004.10.011,toluene,Cc1ccccc1,328.15,11250.0,844.4,0.1,,,,,,,,,,,,
15486,j.jct.2004.10.011,toluene,Cc1ccccc1,328.15,12260.0,845.2,0.1,,,,,,,,,,,,
15487,j.jct.2004.10.011,toluene,Cc1ccccc1,328.15,14290.0,846.9,0.1,,,,,,,,,,,,
15488,j.jct.2004.10.011,toluene,Cc1ccccc1,328.15,16310.0,848.6,0.1,,,,,,,,,,,,
15489,j.jct.2004.10.011,toluene,Cc1ccccc1,328.15,18340.0,850.1,0.1,,,,,,,,,,,,
15490,j.jct.2004.10.011,toluene,Cc1ccccc1,328.15,20370.0,851.7,0.1,,,,,,,,,,,,
15491,j.jct.2004.10.011,toluene,Cc1ccccc1,328.15,22390.0,853.3,0.1,,,,,,,,,,,,
15492,j.jct.2004.10.011,toluene,Cc1ccccc1,328.15,24420.0,854.8,0.1,,,,,,,,,,,,
15493,j.jct.2004.10.011,toluene,Cc1ccccc1,328.15,26450.0,856.3,0.1,,,,,,,,,,,,
15494,j.jct.2004.10.011,toluene,Cc1ccccc1,328.15,28470.0,857.8,0.1,,,,,,,,,,,,
15495,j.jct.2004.10.011,toluene,Cc1ccccc1,328.15,29490.0,858.5,0.1,,,,,,,,,,,,
15496,j.jct.2004.10.011,toluene,Cc1ccccc1,328.15,30500.0,859.3,0.1,,,,,,,,,,,,
15497,j.jct.2004.10.011,toluene,Cc1ccccc1,328.15,32530.0,860.7,0.1,,,,,,,,,,,,
15498,j.jct.2004.10.011,toluene,Cc1ccccc1,328.15,34550.0,862.1,0.1,,,,,,,,,,,,
15499,j.jct.2004.10.011,toluene,Cc1ccccc1,328.15,36580.0,863.5,0.1,,,,,,,,,,,,
15500,j.jct.2004.10.011,toluene,Cc1ccccc1,328.15,38600.0,864.9,0.1,,,,,,,,,,,,
15501,j.jct.2004.10.011,toluene,Cc1ccccc1,328.15,39620.0,865.5,0.1,,,,,,,,,,,,
18043,j.jct.2004.11.012,methyl tert-butyl ether,COC(C)(C)C,298.15,101.325,735.356,,,,,,,,,,,,,
18044,j.jct.2004.11.012,methyl tert-butyl ether,COC(C)(C)C,308.15,101.325,724.85,,,,,,,,,,,,,
18345,j.jct.2004.11.015,ethylbenzene,CCc1ccccc1,298.15,101.325,862.5,,,,,,,,,,,,,
18351,j.jct.2004.11.015,1-pentanol,CCCCCO,298.15,101.325,815.0,,,,,,,,,,,,,
18445,j.jct.2004.11.016,water,O,293.15,101.3,998.203,0.005,,,,,,,,,,,,
18446,j.jct.2004.11.016,water,O,298.15,101.3,997.043,0.005,,,,,,,,,,,,
18447,j.jct.2004.11.016,water,O,303.15,101.3,995.645,0.005,,,,,,,,,,,,
18448,j.jct.2004.11.016,water,O,308.15,101.3,994.029,0.005,,,,,,,,,,,,
18449,j.jct.2004.11.016,water,O,313.15,101.3,992.212,0.005,,,,,,,,,,,,
18450,j.jct.2004.11.016,water,O,318.15,101.3,990.208,0.005,,,,,,,,,,,,
18451,j.jct.2004.11.016,water,O,323.15,101.3,988.03,0.005,,,,,,,,,,,,
18452,j.jct.2004.11.016,water,O,328.15,101.3,985.688,0.005,,,,,,,,,,,,
18453,j.jct.2004.11.016,water,O,333.15,101.3,983.191,0.005,,,,,,,,,,,,
18454,j.jct.2004.11.016,water,O,338.15,101.3,980.546,0.005,,,,,,,,,,,,
18455,j.jct.2004.11.016,water,O,343.15,101.3,977.759,0.005,,,,,,,,,,,,
18456,j.jct.2004.11.016,water,O,348.15,101.3,974.838,0.005,,,,,,,,,,,,
18457,j.jct.2004.11.016,water,O,353.15,101.3,971.785,0.005,,,,,,,,,,,,
18458,j.jct.2004.11.016,water,O,358.15,101.3,968.606,0.005,,,,,,,,,,,,
18459,j.jct.2004.11.016,water,O,363.15,101.3,965.305,0.005,,,,,,,,,,,,
18856,j.jct.2004.11.020,"1,2-butanediol",CCC(O)CO,308.15,101.325,988.25,,,,,,,,,,,,,
18857,j.jct.2004.11.020,"1,2-butanediol",CCC(O)CO,308.15,101.325,,,1422.61,,,,,,,,,,,
18859,j.jct.2004.11.020,"1,3-butanediol",CC(O)CCO,308.15,101.325,991.28,,,,,,,,,,,,,
18860,j.jct.2004.11.020,"1,3-butanediol",CC(O)CCO,308.15,101.325,,,1496.03,,,,,,,,,,,
18862,j.jct.2004.11.020,"1,4-butanediol",OCCCCO,308.15,101.325,1003.95,,,,,,,,,,,,,
18863,j.jct.2004.11.020,"1,4-butanediol",OCCCCO,308.15,101.325,,,1577.76,,,,,,,,,,,
18865,j.jct.2004.11.020,"2,3-butanediol",CC(O)C(C)O,308.15,101.325,990.72,,,,,,,,,,,,,
18866,j.jct.2004.11.020,"2,3-butanediol",CC(O)C(C)O,308.15,101.325,,,1456.6,,,,,,,,,,,
19644,j.jct.2004.12.001,benzene,c1ccccc1,303.15,101.0,872.0,,,,,,,,,,,,,
19646,j.jct.2004.12.001,toluene,Cc1ccccc1,303.15,101.0,866.7,,,,,,,,,,,,,
19648,j.jct.2004.12.001,xylene,Cc1ccccc1C,303.15,101.0,865.4,,,,,,,,,,,,,
19709,j.jct.2004.12.002,ethanol,CCO,293.22,101.0,789.54,0.05,,,,,,,,,,,,
19710,j.jct.2004.12.002,ethanol,CCO,298.16,101.0,785.46,0.05,,,,,,,,,,,,
19711,j.jct.2004.12.002,ethanol,CCO,303.17,101.0,781.05,0.05,,,,,,,,,,,,
19712,j.jct.2004.12.002,ethanol,CCO,308.17,101.0,776.75,0.05,,,,,,,,,,,,
19713,j.jct.2004.12.002,ethanol,CCO,313.17,101.0,772.42,0.05,,,,,,,,,,,,
19714,j.jct.2004.12.002,ethanol,CCO,318.18,101.0,768.0,0.05,,,,,,,,,,,,
19715,j.jct.2004.12.002,heptane,CCCCCCC,293.22,101.0,683.82,0.05,,,,,,,,,,,,
19716,j.jct.2004.12.002,heptane,CCCCCCC,298.16,101.0,679.75,0.05,,,,,,,,,,,,
19717,j.jct.2004.12.002,heptane,CCCCCCC,303.17,101.0,675.51,0.05,,,,,,,,,,,,
19718,j.jct.2004.12.002,heptane,CCCCCCC,308.17,101.0,671.21,0.05,,,,,,,,,,,,
19719,j.jct.2004.12.002,heptane,CCCCCCC,313.17,101.0,666.97,0.05,,,,,,,,,,,,
19720,j.jct.2004.12.002,heptane,CCCCCCC,318.18,101.0,662.67,0.05,,,,,,,,,,,,
20824,j.jct.2004.12.005,tetrahydrofuran,C1CCOC1,298.15,101.325,882.09,,,,,,,,,,,,,
20825,j.jct.2004.12.005,2-methyltetrahydrofuran,CC1CCCO1,298.15,101.325,848.1,,,,,,,,,,,,,
20826,j.jct.2004.12.005,methyl tert-butyl ether,COC(C)(C)C,298.15,101.325,735.99,,,,,,,,,,,,,
21090,j.jct.2004.12.010,ethanol,CCO,278.15,101.325,802.19,0.1,,,,,,,,,,,,
21091,j.jct.2004.12.010,ethanol,CCO,283.15,101.325,797.88,0.1,,,,,,,,,,,,
21092,j.jct.2004.12.010,ethanol,CCO,288.15,101.325,793.59,0.1,,,,,,,,,,,,
21093,j.jct.2004.12.010,ethanol,CCO,293.15,101.325,789.31,0.1,,,,,,,,,,,,
21094,j.jct.2004.12.010,ethanol,CCO,298.15,101.325,785.1,0.1,,,,,,,,,,,,
21095,j.jct.2004.12.010,ethanol,CCO,303.15,101.325,780.99,0.1,,,,,,,,,,,,
21096,j.jct.2004.12.010,ethanol,CCO,308.15,101.325,776.92,0.1,,,,,,,,,,,,
21097,j.jct.2004.12.010,ethanol,CCO,283.15,101.325,,,,,,,106.53,0.1,,,,,,
21098,j.jct.2004.12.010,ethanol,CCO,288.15,101.325,,,,,,,108.27,0.1,,,,,,
21099,j.jct.2004.12.010,ethanol,CCO,293.15,101.325,,,,,,,110.06,0.1,,,,,,
21100,j.jct.2004.12.010,ethanol,CCO,298.15,101.325,,,,,,,112.03,0.1,,,,,,
21101,j.jct.2004.12.010,ethanol,CCO,303.15,101.325,,,,,,,114.01,0.1,,,,,,
21102,j.jct.2004.12.010,decane,CCCCCCCCCC,278.15,101.325,741.2,0.1,,,,,,,,,,,,
21103,j.jct.2004.12.010,decane,CCCCCCCCCC,283.15,101.325,737.36,0.1,,,,,,,,,,,,
21104,j.jct.2004.12.010,decane,CCCCCCCCCC,288.15,101.325,733.55,0.1,,,,,,,,,,,,
21105,j.jct.2004.12.010,decane,CCCCCCCCCC,293.15,101.325,729.77,0.1,,,,,,,,,,,,
21106,j.jct.2004.12.010,decane,CCCCCCCCCC,298.15,101.325,726.03,0.1,,,,,,,,,,,,
